community,density
0,0.0291005291005291
1,0.012121212121212121
2,0.004329004329004329
3,0.0196078431372549
4,0.0
5,0.016666666666666666
6,0.014754098360655738
7,0.013257575757575758
8,0.0
9,0.010869565217391304
10,0.0
11,0.0457516339869281
12,0.0
13,0.0
14,0.014102564102564103
15,0.0
16,0.013071895424836602
17,0.0
18,0.0
19,0.0
20,0.047619047619047616
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.01098901098901099
31,0.0
32,0.0
33,0.0
34,0.013250517598343685
35,0.0
36,0.0
37,0.0
38,0.015789473684210527
39,0.004301075268817204
40,0.06060606060606061
41,0.029411764705882353
