community,density
0,0.018461538461538463
1,0.01107419712070875
2,0.007905138339920948
3,0.0457516339869281
4,0.0
5,0.01098901098901099
6,0.015819209039548022
7,0.013513513513513514
8,0.0
9,0.006666666666666667
10,0.0
11,0.013071895424836602
12,0.0
13,0.0
14,0.01349527665317139
15,0.022058823529411766
16,0.009523809523809525
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.01818181818181818
33,0.0
34,0.015694164989939637
35,0.0
36,0.0
37,0.0
38,0.004761904761904762
39,0.0067226890756302525
40,0.03636363636363636
41,0.009523809523809525
