source,target,weight
0,0,0
0,1,67
0,2,40
0,3,37
0,4,7
0,5,27
0,6,81
0,7,96
0,8,17
0,9,58
0,10,8
0,11,47
0,12,12
0,13,1
0,14,27
0,15,54
0,16,16
0,17,0
0,18,9
0,19,16
0,20,10
0,21,0
0,22,15
0,23,11
0,24,8
0,25,0
0,26,7
0,27,0
0,28,11
0,29,12
0,30,21
0,31,1
0,32,2
0,33,0
0,34,77
0,35,0
0,36,0
0,37,3
0,38,36
0,39,34
0,40,6
0,41,33
1,0,67
1,1,0
1,2,51
1,3,88
1,4,3
1,5,23
1,6,170
1,7,93
1,8,1
1,9,43
1,10,1
1,11,25
1,12,1
1,13,32
1,14,104
1,15,71
1,16,13
1,17,0
1,18,3
1,19,10
1,20,2
1,21,1
1,22,3
1,23,2
1,24,6
1,25,0
1,26,1
1,27,0
1,28,51
1,29,37
1,30,37
1,31,10
1,32,46
1,33,0
1,34,158
1,35,6
1,36,0
1,37,5
1,38,20
1,39,25
1,40,26
1,41,25
2,0,40
2,1,51
2,2,0
2,3,20
2,4,0
2,5,10
2,6,46
2,7,28
2,8,25
2,9,6
2,10,0
2,11,56
2,12,3
2,13,4
2,14,24
2,15,57
2,16,9
2,17,0
2,18,0
2,19,3
2,20,2
2,21,0
2,22,1
2,23,2
2,24,1
2,25,2
2,26,13
2,27,0
2,28,31
2,29,1
2,30,31
2,31,15
2,32,1
2,33,0
2,34,56
2,35,0
2,36,0
2,37,7
2,38,2
2,39,35
2,40,6
2,41,11
3,0,37
3,1,88
3,2,20
3,3,0
3,4,0
3,5,43
3,6,35
3,7,13
3,8,5
3,9,65
3,10,0
3,11,18
3,12,1
3,13,4
3,14,19
3,15,25
3,16,15
3,17,0
3,18,2
3,19,0
3,20,0
3,21,0
3,22,0
3,23,1
3,24,0
3,25,0
3,26,3
3,27,0
3,28,4
3,29,1
3,30,19
3,31,3
3,32,7
3,33,0
3,34,86
3,35,2
3,36,0
3,37,0
3,38,13
3,39,10
3,40,29
3,41,5
4,0,7
4,1,3
4,2,0
4,3,0
4,4,0
4,5,0
4,6,3
4,7,0
4,8,0
4,9,5
4,10,0
4,11,0
4,12,0
4,13,0
4,14,5
4,15,0
4,16,0
4,17,0
4,18,2
4,19,0
4,20,0
4,21,0
4,22,0
4,23,0
4,24,0
4,25,0
4,26,0
4,27,0
4,28,0
4,29,3
4,30,4
4,31,0
4,32,0
4,33,0
4,34,3
4,35,0
4,36,0
4,37,5
4,38,0
4,39,1
4,40,2
4,41,0
5,0,27
5,1,23
5,2,10
5,3,43
5,4,0
5,5,0
5,6,39
5,7,28
5,8,13
5,9,12
5,10,0
5,11,10
5,12,0
5,13,0
5,14,22
5,15,54
5,16,9
5,17,4
5,18,0
5,19,7
5,20,2
5,21,0
5,22,0
5,23,32
5,24,1
5,25,0
5,26,0
5,27,6
5,28,4
5,29,5
5,30,12
5,31,0
5,32,4
5,33,0
5,34,93
5,35,0
5,36,0
5,37,0
5,38,24
5,39,30
5,40,9
5,41,7
6,0,81
6,1,170
6,2,46
6,3,35
6,4,3
6,5,39
6,6,0
6,7,173
6,8,58
6,9,29
6,10,1
6,11,37
6,12,4
6,13,13
6,14,111
6,15,17
6,16,21
6,17,0
6,18,6
6,19,3
6,20,9
6,21,0
6,22,4
6,23,17
6,24,9
6,25,2
6,26,3
6,27,3
6,28,20
6,29,7
6,30,23
6,31,4
6,32,59
6,33,0
6,34,190
6,35,4
6,36,6
6,37,9
6,38,48
6,39,57
6,40,58
6,41,71
7,0,96
7,1,93
7,2,28
7,3,13
7,4,0
7,5,28
7,6,173
7,7,0
7,8,106
7,9,26
7,10,0
7,11,103
7,12,1
7,13,4
7,14,34
7,15,95
7,16,26
7,17,5
7,18,0
7,19,3
7,20,17
7,21,0
7,22,0
7,23,5
7,24,0
7,25,0
7,26,3
7,27,0
7,28,66
7,29,16
7,30,12
7,31,3
7,32,10
7,33,1
7,34,75
7,35,0
7,36,0
7,37,30
7,38,6
7,39,9
7,40,5
7,41,15
8,0,17
8,1,1
8,2,25
8,3,5
8,4,0
8,5,13
8,6,58
8,7,106
8,8,0
8,9,67
8,10,0
8,11,7
8,12,30
8,13,0
8,14,22
8,15,0
8,16,4
8,17,0
8,18,0
8,19,0
8,20,26
8,21,1
8,22,10
8,23,0
8,24,1
8,25,0
8,26,0
8,27,0
8,28,0
8,29,2
8,30,54
8,31,1
8,32,17
8,33,35
8,34,88
8,35,0
8,36,0
8,37,3
8,38,27
8,39,5
8,40,7
8,41,7
9,0,58
9,1,43
9,2,6
9,3,65
9,4,5
9,5,12
9,6,29
9,7,26
9,8,67
9,9,0
9,10,0
9,11,31
9,12,23
9,13,8
9,14,55
9,15,11
9,16,5
9,17,0
9,18,4
9,19,7
9,20,29
9,21,7
9,22,9
9,23,0
9,24,2
9,25,2
9,26,5
9,27,0
9,28,7
9,29,14
9,30,9
9,31,8
9,32,9
9,33,0
9,34,72
9,35,0
9,36,0
9,37,1
9,38,21
9,39,26
9,40,10
9,41,13
10,0,8
10,1,1
10,2,0
10,3,0
10,4,0
10,5,0
10,6,1
10,7,0
10,8,0
10,9,0
10,10,0
10,11,0
10,12,0
10,13,0
10,14,0
10,15,0
10,16,0
10,17,0
10,18,0
10,19,0
10,20,0
10,21,0
10,22,0
10,23,0
10,24,0
10,25,0
10,26,0
10,27,0
10,28,0
10,29,0
10,30,0
10,31,0
10,32,0
10,33,0
10,34,0
10,35,0
10,36,0
10,37,0
10,38,0
10,39,0
10,40,0
10,41,0
11,0,47
11,1,25
11,2,56
11,3,18
11,4,0
11,5,10
11,6,37
11,7,103
11,8,7
11,9,31
11,10,0
11,11,0
11,12,0
11,13,8
11,14,60
11,15,27
11,16,33
11,17,0
11,18,2
11,19,5
11,20,10
11,21,0
11,22,2
11,23,19
11,24,0
11,25,0
11,26,0
11,27,0
11,28,9
11,29,8
11,30,18
11,31,0
11,32,2
11,33,0
11,34,41
11,35,0
11,36,0
11,37,0
11,38,7
11,39,13
11,40,12
11,41,25
12,0,12
12,1,1
12,2,3
12,3,1
12,4,0
12,5,0
12,6,4
12,7,1
12,8,30
12,9,23
12,10,0
12,11,0
12,12,0
12,13,0
12,14,7
12,15,18
12,16,2
12,17,0
12,18,2
12,19,3
12,20,13
12,21,0
12,22,0
12,23,5
12,24,0
12,25,0
12,26,0
12,27,0
12,28,0
12,29,0
12,30,2
12,31,1
12,32,0
12,33,0
12,34,18
12,35,0
12,36,0
12,37,0
12,38,0
12,39,0
12,40,0
12,41,2
13,0,1
13,1,32
13,2,4
13,3,4
13,4,0
13,5,0
13,6,13
13,7,4
13,8,0
13,9,8
13,10,0
13,11,8
13,12,0
13,13,0
13,14,7
13,15,9
13,16,1
13,17,2
13,18,2
13,19,2
13,20,0
13,21,0
13,22,0
13,23,0
13,24,0
13,25,0
13,26,0
13,27,0
13,28,3
13,29,10
13,30,6
13,31,3
13,32,1
13,33,0
13,34,32
13,35,0
13,36,0
13,37,0
13,38,0
13,39,10
13,40,2
13,41,1
14,0,27
14,1,104
14,2,24
14,3,19
14,4,5
14,5,22
14,6,111
14,7,34
14,8,22
14,9,55
14,10,0
14,11,60
14,12,7
14,13,7
14,14,0
14,15,88
14,16,12
14,17,4
14,18,8
14,19,6
14,20,3
14,21,6
14,22,11
14,23,8
14,24,8
14,25,1
14,26,12
14,27,0
14,28,10
14,29,31
14,30,22
14,31,7
14,32,22
14,33,2
14,34,107
14,35,4
14,36,0
14,37,0
14,38,42
14,39,182
14,40,38
14,41,45
15,0,54
15,1,71
15,2,57
15,3,25
15,4,0
15,5,54
15,6,17
15,7,95
15,8,0
15,9,11
15,10,0
15,11,27
15,12,18
15,13,9
15,14,88
15,15,0
15,16,41
15,17,1
15,18,3
15,19,9
15,20,2
15,21,3
15,22,1
15,23,17
15,24,0
15,25,0
15,26,0
15,27,0
15,28,3
15,29,13
15,30,21
15,31,71
15,32,2
15,33,0
15,34,107
15,35,0
15,36,0
15,37,22
15,38,11
15,39,24
15,40,10
15,41,21
16,0,16
16,1,13
16,2,9
16,3,15
16,4,0
16,5,9
16,6,21
16,7,26
16,8,4
16,9,5
16,10,0
16,11,33
16,12,2
16,13,1
16,14,12
16,15,41
16,16,0
16,17,0
16,18,4
16,19,1
16,20,4
16,21,3
16,22,0
16,23,5
16,24,6
16,25,0
16,26,1
16,27,0
16,28,6
16,29,5
16,30,0
16,31,7
16,32,10
16,33,0
16,34,39
16,35,0
16,36,0
16,37,1
16,38,12
16,39,18
16,40,1
16,41,32
17,0,0
17,1,0
17,2,0
17,3,0
17,4,0
17,5,4
17,6,0
17,7,5
17,8,0
17,9,0
17,10,0
17,11,0
17,12,0
17,13,2
17,14,4
17,15,1
17,16,0
17,17,0
17,18,0
17,19,0
17,20,0
17,21,0
17,22,0
17,23,0
17,24,0
17,25,0
17,26,0
17,27,0
17,28,0
17,29,0
17,30,4
17,31,0
17,32,4
17,33,0
17,34,0
17,35,0
17,36,0
17,37,0
17,38,0
17,39,0
17,40,0
17,41,0
18,0,9
18,1,3
18,2,0
18,3,2
18,4,2
18,5,0
18,6,6
18,7,0
18,8,0
18,9,4
18,10,0
18,11,2
18,12,2
18,13,2
18,14,8
18,15,3
18,16,4
18,17,0
18,18,0
18,19,3
18,20,0
18,21,0
18,22,0
18,23,1
18,24,1
18,25,0
18,26,4
18,27,0
18,28,0
18,29,0
18,30,2
18,31,3
18,32,1
18,33,0
18,34,10
18,35,0
18,36,0
18,37,0
18,38,4
18,39,1
18,40,2
18,41,0
19,0,16
19,1,10
19,2,3
19,3,0
19,4,0
19,5,7
19,6,3
19,7,3
19,8,0
19,9,7
19,10,0
19,11,5
19,12,3
19,13,2
19,14,6
19,15,9
19,16,1
19,17,0
19,18,3
19,19,0
19,20,1
19,21,0
19,22,0
19,23,0
19,24,0
19,25,0
19,26,0
19,27,0
19,28,0
19,29,1
19,30,5
19,31,0
19,32,0
19,33,0
19,34,8
19,35,0
19,36,0
19,37,1
19,38,3
19,39,2
19,40,0
19,41,0
20,0,10
20,1,2
20,2,2
20,3,0
20,4,0
20,5,2
20,6,9
20,7,17
20,8,26
20,9,29
20,10,0
20,11,10
20,12,13
20,13,0
20,14,3
20,15,2
20,16,4
20,17,0
20,18,0
20,19,1
20,20,0
20,21,0
20,22,0
20,23,0
20,24,0
20,25,0
20,26,0
20,27,0
20,28,1
20,29,0
20,30,0
20,31,0
20,32,0
20,33,2
20,34,31
20,35,0
20,36,0
20,37,0
20,38,6
20,39,3
20,40,0
20,41,4
21,0,0
21,1,1
21,2,0
21,3,0
21,4,0
21,5,0
21,6,0
21,7,0
21,8,1
21,9,7
21,10,0
21,11,0
21,12,0
21,13,0
21,14,6
21,15,3
21,16,3
21,17,0
21,18,0
21,19,0
21,20,0
21,21,0
21,22,0
21,23,0
21,24,0
21,25,0
21,26,4
21,27,0
21,28,0
21,29,1
21,30,1
21,31,0
21,32,1
21,33,0
21,34,5
21,35,0
21,36,0
21,37,0
21,38,0
21,39,0
21,40,0
21,41,2
22,0,15
22,1,3
22,2,1
22,3,0
22,4,0
22,5,0
22,6,4
22,7,0
22,8,10
22,9,9
22,10,0
22,11,2
22,12,0
22,13,0
22,14,11
22,15,1
22,16,0
22,17,0
22,18,0
22,19,0
22,20,0
22,21,0
22,22,0
22,23,0
22,24,0
22,25,2
22,26,0
22,27,0
22,28,1
22,29,2
22,30,0
22,31,0
22,32,0
22,33,0
22,34,1
22,35,0
22,36,0
22,37,0
22,38,3
22,39,5
22,40,0
22,41,0
23,0,11
23,1,2
23,2,2
23,3,1
23,4,0
23,5,32
23,6,17
23,7,5
23,8,0
23,9,0
23,10,0
23,11,19
23,12,5
23,13,0
23,14,8
23,15,17
23,16,5
23,17,0
23,18,1
23,19,0
23,20,0
23,21,0
23,22,0
23,23,0
23,24,0
23,25,0
23,26,0
23,27,0
23,28,0
23,29,0
23,30,0
23,31,0
23,32,6
23,33,0
23,34,31
23,35,0
23,36,0
23,37,0
23,38,3
23,39,7
23,40,5
23,41,9
24,0,8
24,1,6
24,2,1
24,3,0
24,4,0
24,5,1
24,6,9
24,7,0
24,8,1
24,9,2
24,10,0
24,11,0
24,12,0
24,13,0
24,14,8
24,15,0
24,16,6
24,17,0
24,18,1
24,19,0
24,20,0
24,21,0
24,22,0
24,23,0
24,24,0
24,25,0
24,26,0
24,27,0
24,28,0
24,29,0
24,30,0
24,31,0
24,32,0
24,33,0
24,34,4
24,35,0
24,36,0
24,37,0
24,38,0
24,39,0
24,40,0
24,41,1
25,0,0
25,1,0
25,2,2
25,3,0
25,4,0
25,5,0
25,6,2
25,7,0
25,8,0
25,9,2
25,10,0
25,11,0
25,12,0
25,13,0
25,14,1
25,15,0
25,16,0
25,17,0
25,18,0
25,19,0
25,20,0
25,21,0
25,22,2
25,23,0
25,24,0
25,25,0
25,26,0
25,27,0
25,28,0
25,29,0
25,30,0
25,31,0
25,32,0
25,33,0
25,34,3
25,35,0
25,36,0
25,37,0
25,38,0
25,39,0
25,40,0
25,41,0
26,0,7
26,1,1
26,2,13
26,3,3
26,4,0
26,5,0
26,6,3
26,7,3
26,8,0
26,9,5
26,10,0
26,11,0
26,12,0
26,13,0
26,14,12
26,15,0
26,16,1
26,17,0
26,18,4
26,19,0
26,20,0
26,21,4
26,22,0
26,23,0
26,24,0
26,25,0
26,26,0
26,27,0
26,28,0
26,29,0
26,30,0
26,31,0
26,32,0
26,33,0
26,34,40
26,35,0
26,36,0
26,37,0
26,38,0
26,39,7
26,40,1
26,41,0
27,0,0
27,1,0
27,2,0
27,3,0
27,4,0
27,5,6
27,6,3
27,7,0
27,8,0
27,9,0
27,10,0
27,11,0
27,12,0
27,13,0
27,14,0
27,15,0
27,16,0
27,17,0
27,18,0
27,19,0
27,20,0
27,21,0
27,22,0
27,23,0
27,24,0
27,25,0
27,26,0
27,27,0
27,28,0
27,29,0
27,30,0
27,31,0
27,32,0
27,33,0
27,34,0
27,35,0
27,36,0
27,37,0
27,38,0
27,39,0
27,40,0
27,41,0
28,0,11
28,1,51
28,2,31
28,3,4
28,4,0
28,5,4
28,6,20
28,7,66
28,8,0
28,9,7
28,10,0
28,11,9
28,12,0
28,13,3
28,14,10
28,15,3
28,16,6
28,17,0
28,18,0
28,19,0
28,20,1
28,21,0
28,22,1
28,23,0
28,24,0
28,25,0
28,26,0
28,27,0
28,28,0
28,29,4
28,30,0
28,31,0
28,32,0
28,33,0
28,34,39
28,35,0
28,36,0
28,37,2
28,38,0
28,39,1
28,40,5
28,41,0
29,0,12
29,1,37
29,2,1
29,3,1
29,4,3
29,5,5
29,6,7
29,7,16
29,8,2
29,9,14
29,10,0
29,11,8
29,12,0
29,13,10
29,14,31
29,15,13
29,16,5
29,17,0
29,18,0
29,19,1
29,20,0
29,21,1
29,22,2
29,23,0
29,24,0
29,25,0
29,26,0
29,27,0
29,28,4
29,29,0
29,30,4
29,31,0
29,32,1
29,33,0
29,34,30
29,35,0
29,36,0
29,37,3
29,38,1
29,39,20
29,40,2
29,41,6
30,0,21
30,1,37
30,2,31
30,3,19
30,4,4
30,5,12
30,6,23
30,7,12
30,8,54
30,9,9
30,10,0
30,11,18
30,12,2
30,13,6
30,14,22
30,15,21
30,16,0
30,17,4
30,18,2
30,19,5
30,20,0
30,21,1
30,22,0
30,23,0
30,24,0
30,25,0
30,26,0
30,27,0
30,28,0
30,29,4
30,30,0
30,31,1
30,32,4
30,33,0
30,34,43
30,35,0
30,36,0
30,37,0
30,38,11
30,39,18
30,40,11
30,41,5
31,0,1
31,1,10
31,2,15
31,3,3
31,4,0
31,5,0
31,6,4
31,7,3
31,8,1
31,9,8
31,10,0
31,11,0
31,12,1
31,13,3
31,14,7
31,15,71
31,16,7
31,17,0
31,18,3
31,19,0
31,20,0
31,21,0
31,22,0
31,23,0
31,24,0
31,25,0
31,26,0
31,27,0
31,28,0
31,29,0
31,30,1
31,31,0
31,32,0
31,33,0
31,34,4
31,35,0
31,36,0
31,37,0
31,38,0
31,39,0
31,40,1
31,41,0
32,0,2
32,1,46
32,2,1
32,3,7
32,4,0
32,5,4
32,6,59
32,7,10
32,8,17
32,9,9
32,10,0
32,11,2
32,12,0
32,13,1
32,14,22
32,15,2
32,16,10
32,17,4
32,18,1
32,19,0
32,20,0
32,21,1
32,22,0
32,23,6
32,24,0
32,25,0
32,26,0
32,27,0
32,28,0
32,29,1
32,30,4
32,31,0
32,32,0
32,33,0
32,34,12
32,35,0
32,36,0
32,37,7
32,38,6
32,39,1
32,40,1
32,41,12
33,0,0
33,1,0
33,2,0
33,3,0
33,4,0
33,5,0
33,6,0
33,7,1
33,8,35
33,9,0
33,10,0
33,11,0
33,12,0
33,13,0
33,14,2
33,15,0
33,16,0
33,17,0
33,18,0
33,19,0
33,20,2
33,21,0
33,22,0
33,23,0
33,24,0
33,25,0
33,26,0
33,27,0
33,28,0
33,29,0
33,30,0
33,31,0
33,32,0
33,33,0
33,34,1
33,35,0
33,36,0
33,37,0
33,38,1
33,39,0
33,40,0
33,41,0
34,0,77
34,1,158
34,2,56
34,3,86
34,4,3
34,5,93
34,6,190
34,7,75
34,8,88
34,9,72
34,10,0
34,11,41
34,12,18
34,13,32
34,14,107
34,15,107
34,16,39
34,17,0
34,18,10
34,19,8
34,20,31
34,21,5
34,22,1
34,23,31
34,24,4
34,25,3
34,26,40
34,27,0
34,28,39
34,29,30
34,30,43
34,31,4
34,32,12
34,33,1
34,34,0
34,35,4
34,36,5
34,37,2
34,38,65
34,39,84
34,40,69
34,41,111
35,0,0
35,1,6
35,2,0
35,3,2
35,4,0
35,5,0
35,6,4
35,7,0
35,8,0
35,9,0
35,10,0
35,11,0
35,12,0
35,13,0
35,14,4
35,15,0
35,16,0
35,17,0
35,18,0
35,19,0
35,20,0
35,21,0
35,22,0
35,23,0
35,24,0
35,25,0
35,26,0
35,27,0
35,28,0
35,29,0
35,30,0
35,31,0
35,32,0
35,33,0
35,34,4
35,35,0
35,36,0
35,37,0
35,38,0
35,39,0
35,40,2
35,41,0
36,0,0
36,1,0
36,2,0
36,3,0
36,4,0
36,5,0
36,6,6
36,7,0
36,8,0
36,9,0
36,10,0
36,11,0
36,12,0
36,13,0
36,14,0
36,15,0
36,16,0
36,17,0
36,18,0
36,19,0
36,20,0
36,21,0
36,22,0
36,23,0
36,24,0
36,25,0
36,26,0
36,27,0
36,28,0
36,29,0
36,30,0
36,31,0
36,32,0
36,33,0
36,34,5
36,35,0
36,36,0
36,37,6
36,38,0
36,39,0
36,40,0
36,41,3
37,0,3
37,1,5
37,2,7
37,3,0
37,4,5
37,5,0
37,6,9
37,7,30
37,8,3
37,9,1
37,10,0
37,11,0
37,12,0
37,13,0
37,14,0
37,15,22
37,16,1
37,17,0
37,18,0
37,19,1
37,20,0
37,21,0
37,22,0
37,23,0
37,24,0
37,25,0
37,26,0
37,27,0
37,28,2
37,29,3
37,30,0
37,31,0
37,32,7
37,33,0
37,34,2
37,35,0
37,36,6
37,37,0
37,38,0
37,39,0
37,40,0
37,41,6
38,0,36
38,1,20
38,2,2
38,3,13
38,4,0
38,5,24
38,6,48
38,7,6
38,8,27
38,9,21
38,10,0
38,11,7
38,12,0
38,13,0
38,14,42
38,15,11
38,16,12
38,17,0
38,18,4
38,19,3
38,20,6
38,21,0
38,22,3
38,23,3
38,24,0
38,25,0
38,26,0
38,27,0
38,28,0
38,29,1
38,30,11
38,31,0
38,32,6
38,33,1
38,34,65
38,35,0
38,36,0
38,37,0
38,38,0
38,39,11
38,40,39
38,41,11
39,0,34
39,1,25
39,2,35
39,3,10
39,4,1
39,5,30
39,6,57
39,7,9
39,8,5
39,9,26
39,10,0
39,11,13
39,12,0
39,13,10
39,14,182
39,15,24
39,16,18
39,17,0
39,18,1
39,19,2
39,20,3
39,21,0
39,22,5
39,23,7
39,24,0
39,25,0
39,26,7
39,27,0
39,28,1
39,29,20
39,30,18
39,31,0
39,32,1
39,33,0
39,34,84
39,35,0
39,36,0
39,37,0
39,38,11
39,39,0
39,40,29
39,41,44
40,0,6
