community,density
0,0.021164021164021163
1,0.013289036544850499
2,0.0033333333333333335
3,0.032679738562091505
4,0.0
5,0.014705882352941176
6,0.01572897761645493
7,0.011363636363636364
8,0.007352941176470588
9,0.005291005291005291
10,0.0
11,0.0
12,0.0
13,0.0
14,0.014844804318488529
15,0.01904761904761905
16,0.013071895424836602
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.008544087491455913
35,0.0
36,0.0
37,0.0
38,0.023391812865497075
39,0.0033613445378151263
40,0.022222222222222223
41,0.021645021645021644
