community,density
0,0.03870967741935484
1,0.019593613933236574
2,0.012307692307692308
3,0.042105263157894736
4,0.0
5,0.013071895424836602
6,0.023518769787426504
7,0.015503875968992248
8,0.004761904761904762
9,0.01839080459770115
10,0.0
11,0.018115942028985508
12,0.16666666666666666
13,0.0
14,0.0221483942414175
15,0.017543859649122806
16,0.023809523809523808
17,0.0
18,0.0
19,0.0
20,0.027777777777777776
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.015151515151515152
29,0.0
30,0.0
31,0.0
32,0.03636363636363636
33,0.0
34,0.01763150161622098
35,0.0
36,0.0
37,0.0
38,0.023809523809523808
39,0.013937282229965157
40,0.045454545454545456
41,0.025362318840579712
