community,density
0,0.012315270935960592
1,0.011538461538461539
2,0.008547008547008548
3,0.023391812865497075
4,0.0
5,0.007352941176470588
6,0.0192090395480226
7,0.01349527665317139
8,0.013071895424836602
9,0.007905138339920948
10,0.0
11,0.007352941176470588
12,0.0
13,0.0
14,0.020242914979757085
15,0.025
16,0.011695906432748537
17,0.0
18,0.0
19,0.0
20,0.06666666666666667
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.027777777777777776
33,0.0
34,0.010936431989063569
35,0.0
36,0.0
37,0.0
38,0.003952569169960474
39,0.012698412698412698
40,0.0
41,0.012987012987012988
