community,density
0,0.034408602150537634
1,0.023060796645702306
2,0.008547008547008548
3,0.023391812865497075
4,0.0
5,0.03684210526315789
6,0.025174825174825177
7,0.021337126600284494
8,0.0
9,0.01839080459770115
10,0.0
11,0.04678362573099415
12,0.0
13,0.0
14,0.0203921568627451
15,0.0196078431372549
16,0.021739130434782608
17,0.0
18,0.0
19,0.0
20,0.14285714285714285
21,0.0
22,0.0
23,0.027777777777777776
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.014705882352941176
31,0.0
32,0.01818181818181818
33,0.0
34,0.01910079341757273
35,0.0
36,0.0
37,0.0
38,0.014492753623188406
39,0.01349527665317139
40,0.05128205128205128
41,0.012307692307692308
