community,density
0,0.022792022792022793
1,0.012195121951219513
2,0.006153846153846154
3,0.008333333333333333
4,0.0
5,0.022058823529411766
6,0.012531328320802004
7,0.010084033613445379
8,0.0
9,0.02666666666666667
10,0.0
11,0.008333333333333333
12,0.0
13,0.0
14,0.008859357696566999
15,0.023391812865497075
16,0.004761904761904762
17,0.0
18,0.0
19,0.0
20,0.08333333333333333
21,0.0
22,0.0
23,0.0
24,0.0
25,0.3333333333333333
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.022222222222222223
32,0.0
33,0.0
34,0.010865191146881288
35,0.0
36,0.0
37,0.0
38,0.013071895424836602
39,0.007389162561576354
40,0.05454545454545454
41,0.010526315789473684
