node,x_pos,y_pos
0,-0.016996846549850324,-0.07017734122894295
1,-0.04266898800127823,-0.05683650256366235
2,-0.054173931741463774,-0.08132924656408236
3,-0.08909496909535074,-0.057674427049763964
4,-0.06141388746753408,-0.0680351252875815
5,-0.08781654250518055,-0.031817391455837334
6,0.8602873303141764,-0.523131402505199
7,-0.07055247633331715,-0.05451657068405757
8,-0.1120875771610896,-0.06207483324080901
9,-0.0683312723544107,-0.023697807581304183
10,-0.08343174646154398,-0.07624862644208902
11,-0.005192918065854415,-0.1695329656980007
12,0.03641122405552203,0.8718053641520789
13,-0.06137768232557866,-0.04428115779561813
14,-0.04135736338007701,-0.03186025984163473
15,0.5911304642663693,-0.7660428869947749
16,-0.4853707984990813,0.857874349680892
17,0.9296733836823664,0.35838161540214136
18,-0.2764340212250123,-1.0
19,-0.1721434333214489,-0.16179270865692605
20,-0.16227004823908014,-0.016825734511707224
21,-0.9065812587057214,0.4571700558404275
22,-0.5625335333196749,0.6733981206880527
23,0.3705627213895244,0.6037788623529855
24,0.16501509775018086,-0.9751094489507744
25,0.9883710348581268,-0.006792349578185914
26,0.7405830358759249,0.6661304132873828
27,0.38699156986479494,0.8463013800337634
28,-0.7425276367920814,-0.736678584814961
29,-0.9666689305123578,-0.32038478999181225
