source,target,weight
0,0,0
0,1,0
0,2,0
0,3,0
0,4,3453
0,5,0
0,6,0
0,7,0
1,0,0
1,1,0
1,2,2100
1,3,2000
1,4,198
1,5,1700
1,6,3200
1,7,3100
2,0,0
2,1,2100
2,2,0
2,3,1800
2,4,100
2,5,1400
2,6,3600
2,7,1800
3,0,0
3,1,2000
3,2,1800
3,3,0
3,4,300
3,5,1600
3,6,3697
3,7,2000
4,0,3453
4,1,198
4,2,100
4,3,300
4,4,0
4,5,1888
4,6,0
4,7,98
5,0,0
5,1,1700
5,2,1400
5,3,1600
5,4,1888
5,5,0
5,6,1999
5,7,2994
6,0,0
6,1,3200
6,2,3600
6,3,3697
6,4,0
6,5,1999
6,6,0
6,7,2394
7,0,0
7,1,3100
7,2,1800
7,3,2000
7,4,98
7,5,2994
7,6,2394
7,7,0
