node,centrality,community,density,eign,betwness,closeness,volatility,name,type
1764,1,0,0.1285714285714285,1.2414004760464064e-29,0.0,0.0238791423001949,0.0,1A#1764,
1770,1,0,0.1285714285714285,7.640836918930594e-33,0.0,0.0187787429739397,0.0,1A#1770,
1778,1,0,0.1285714285714285,8.150894708530906e-32,0.0,0.0244836775483011,0.0,1A#1778,
1790,1,0,0.1285714285714285,2.855221094906734e-28,0.0,0.0238791423001949,0.0,1A#1790,
1752,2,0,0.1285714285714285,2.491960566105299e-28,0.0005796429399489,0.0311969439728353,0.0,1A#1752,
1760,2,0,0.1285714285714285,1.0814428719463387e-32,0.0,0.0254501385041551,0.0,1A#1760,
1766,2,0,0.1285714285714285,1.2243480691294203e-29,0.0,0.0268640350877193,0.0,1A#1766,
1768,2,0,0.1285714285714285,1.0814428719463387e-32,0.0,0.0254501385041551,0.0,1A#1768,
1774,2,0,0.1285714285714285,3.294622814026832e-31,0.0007728572532653,0.0233037412809131,0.0,1A#1774,
1796,2,0,0.1285714285714285,8.614069844343868e-31,0.0007728572532653,0.0288688138256087,0.6666666666666666,1A#1796,outgoing
1711,3,0,0.1285714285714285,3.855216421905431e-28,0.0010433572919081,0.0345394736842105,0.0,1A#1711,
1767,3,0,0.1285714285714285,5.3640654041355186e-27,0.0,0.0322368421052631,0.0,1A#1767,
1772,3,0,0.1285714285714285,1.419832173909504e-29,0.0014684287812041,0.0297570850202429,0.0,1A#1772,
1787,3,0,0.1285714285714285,5.492865953279173e-27,0.0,0.0311969439728353,0.0,1A#1787,
1789,3,0,0.1285714285714285,3.51456398649817e-30,0.0007728572532653,0.0327832292595896,0.0,1A#1789,
1757,4,0,0.1285714285714285,2.2428365268309242e-29,0.0037483576783368,0.0386842105263157,0.0,1A#1757,
1761,4,0,0.1285714285714285,3.4315170019510654e-28,0.0016616430945204,0.0364945382323733,0.6666666666666666,1A#1761,outgoing
1775,4,0,0.1285714285714285,5.352763807101426e-28,0.0022026431718061,0.0317083692838654,0.0,1A#1775,
1798,4,0,0.1285714285714285,4.122324128874824e-31,0.0028209289744184,0.0339335180055401,0.6666666666666666,1A#1798,outgoing
1759,5,0,0.1285714285714285,2.367376303550562e-27,0.0010047144292449,0.0364945382323733,0.0,1A#1759,
1783,5,0,0.1285714285714285,1.689190769524932e-29,0.0051395007342143,0.0379256965944272,0.6666666666666666,1A#1783,outgoing
1665,3,1,0.2391304347826087,1.4034221161401674e-26,0.0,0.0526315789473684,0.0,1B#1665,
1696,3,1,0.2391304347826087,3.640445042090877e-27,0.0,0.0526315789473684,0.0,1B#1696,
1656,4,1,0.2391304347826087,3.8358634605491734e-27,0.0,0.0421052631578947,0.6666666666666666,1B#1656,outgoing
1674,4,1,0.2391304347826087,2.0245026652534624e-27,0.0,0.0537513997760358,0.6666666666666666,1B#1674,outgoing
1675,5,1,0.2391304347826087,5.7135653040053734e-27,5.7964293994899134e-05,0.048582995951417,0.0,1B#1675,
1681,5,1,0.2391304347826087,3.519064243261585e-27,1.932143133163305e-05,0.0549199084668192,0.0,1B#1681,
1688,5,1,0.2391304347826087,1.0527001580125644e-26,0.0,0.0561403508771929,0.0,1B#1688,
1695,5,1,0.2391304347826087,6.119654586145667e-26,0.0001255893036556,0.0549199084668192,0.0,1B#1695,
1765,5,1,0.2391304347826087,1.7105712519206378e-27,0.0001706726434294,0.0451127819548872,0.0,1B#1765,
1680,6,1,0.2391304347826087,4.8276008358058455e-27,0.0007374346291573,0.0574162679425837,0.0,1B#1680,
1687,6,1,0.2391304347826087,1.305052692195979e-25,0.0002801607543086,0.048582995951417,0.0,1B#1687,
1697,6,1,0.2391304347826087,7.836909461027332e-27,0.0007567560604889,0.05875152998776,0.0,1B#1697,
1698,6,1,0.2391304347826087,2.3347319667318067e-26,9.278887379977109e-05,0.05875152998776,0.0,1B#1698,
1663,7,1,0.2391304347826087,2.309773631137005e-26,0.000345945627652,0.0574162679425837,0.0,1B#1663,
1666,7,1,0.2391304347826087,5.632346851204773e-26,0.0003645770078647,0.0574162679425837,0.0,1B#1666,
1673,7,1,0.2391304347826087,8.686358790513859e-26,0.0007204133682223,0.0574162679425837,0.0,1B#1673,
1682,7,1,0.2391304347826087,1.3352647535294936e-25,0.001055686205234,0.0549199084668192,0.0,1B#1682,
1779,7,1,0.2391304347826087,1.7849187196661274e-26,0.0016242883272792,0.05875152998776,0.0,1B#1779,
1912,7,1,0.2391304347826087,6.2700135221931086e-27,0.0004798155447355,0.05875152998776,0.0,1B#1912,
1684,8,1,0.2391304347826087,2.2224505203046635e-26,0.0013103150681402,0.05875152998776,0.0,1B#1684,
1920,8,1,0.2391304347826087,2.7277274841860745e-26,0.0012506946514597,0.0505263157894736,0.3333333333333333,1B#1920,
1664,9,1,0.2391304347826087,9.156496321757432e-27,0.0013500620125938,0.0647773279352226,0.0,1B#1664,
1908,9,1,0.2391304347826087,3.1430886069731584e-27,0.0013460597161037,0.0616174582798459,0.0,1B#1908,
1661,11,1,0.2391304347826087,3.802160598883866e-26,0.0010443233634747,0.0647773279352226,0.0,1B#1661,
1907,2,2,0.2337662337662337,2.1601984229431377e-56,4.637143519591931e-05,0.039311241065627,0.0,2A#1907,
1603,3,2,0.2337662337662337,8.06087231656208e-57,0.0,0.0416236670106639,0.0,2A#1603,
1604,3,2,0.2337662337662337,2.2752587940887917e-56,9.660715665816525e-06,0.0451661067562523,0.0,2A#1604,
