source,target,weight
1,18,14
1,15,173
1,23,41
1,8,39
0,1,902
1,7,323
1,11,87
1,6,589
1,2,229
1,19,37
1,31,398
1,4,26
1,16,125
1,41,149
1,30,259
1,34,741
1,10,17
1,12,17
1,9,376
1,26,50
0,18,34
6,18,94
2,18,3
18,19,2
10,18,1
15,23,57
15,34,480
0,15,98
5,15,210
14,15,249
11,15,66
6,15,179
15,30,114
8,15,8
15,19,28
15,20,10
9,15,62
7,15,300
15,22,5
10,15,2
8,23,3
0,23,54
11,23,5
6,23,80
2,23,10
19,23,2
7,23,42
10,23,2
14,23,22
12,23,23
3,23,4
9,23,14
0,8,164
8,34,199
6,8,250
2,8,93
8,11,48
8,16,19
8,12,67
3,8,56
8,9,122
0,14,118
0,3,198
0,39,124
0,34,444
0,40,55
0,7,366
0,30,193
0,19,55
0,38,50
0,6,578
0,2,226
0,5,242
0,16,146
0,4,54
0,12,100
0,41,158
0,29,67
0,11,138
0,10,34
0,9,261
0,26,41
7,28,112
3,7,65
7,30,99
7,38,33
6,7,414
7,16,81
7,39,79
2,7,173
7,20,48
7,34,408
7,41,26
7,29,52
7,14,182
7,24,1
7,8,251
5,7,194
7,10,4
7,12,6
7,11,258
1,39,227
3,11,7
11,40,41
11,30,75
9,11,57
11,39,26
11,14,35
11,38,22
11,22,6
11,34,85
11,41,35
3,6,208
6,39,388
2,6,307
6,19,32
4,6,11
6,38,380
6,16,146
6,41,250
6,11,88
6,30,132
6,22,14
6,10,6
6,12,49
5,6,258
6,9,145
6,26,42
1,5,177
2,3,41
2,19,20
2,4,9
2,41,87
2,11,66
2,30,97
2,10,20
2,12,20
2,9,62
7,19,21
19,34,29
4,19,4
8,19,3
19,32,1
9,19,16
16,31,19
31,34,204
15,31,146
4,41,3
4,11,1
4,30,16
4,7,6
4,34,61
4,12,2
6,40,346
6,34,1556
6,28,99
6,14,482
34,41,342
14,41,119
9,41,79
6,31,22
7,31,47
7,9,63
7,22,4
10,11,2
1,14,306
3,30,83
30,39,169
30,40,64
30,34,189
12,30,22
9,30,74
32,34,32
34,38,552
17,34,3
14,34,470
10,20,1
10,34,2
9,10,7
3,12,7
12,40,6
12,19,3
12,34,70
12,20,5
12,32,2
12,39,1
12,16,8
12,14,27
9,12,6
9,20,81
3,9,210
6,20,35
6,29,53
6,13,171
6,21,12
2,40,17
2,39,80
2,14,70
26,39,44
26,34,131
17,26,3
26,31,64
14,26,50
26,41,17
3,14,148
14,30,145
14,17,17
9,14,97
14,40,98
14,32,33
14,16,94
14,18,46
14,28,56
8,14,104
14,39,500
14,38,193
3,39,77
3,41,65
3,34,382
1,3,413
3,29,10
3,28,7
3,38,56
3,16,61
23,39,9
23,34,55
23,41,12
23,40,5
5,23,137
23,38,11
23,25,9
5,30,46
30,32,13
21,30,18
27,30,11
8,30,130
2,16,62
2,34,337
2,26,31
17,30,4
2,17,19
13,17,5
17,29,7
15,17,19
7,17,15
6,17,5
5,34,452
34,39,691
0,31,16
0,20,26
1,40,202
1,37,72
1,13,107
1,38,146
1,28,104
1,32,204
9,31,25
5,9,85
9,28,12
9,34,337
9,32,16
9,13,24
5,41,48
9,39,80
9,40,46
9,16,60
9,38,42
9,25,4
9,37,8
9,21,5
9,18,6
9,26,11
4,9,2
5,32,20
32,39,47
32,38,18
20,34,106
34,40,351
29,34,90
16,34,235
16,26,14
16,41,97
2,13,19
2,29,69
2,15,189
6,37,49
3,18,6
18,39,27
18,34,77
18,35,1
11,18,6
8,18,2
18,23,8
16,18,8
5,18,3
18,41,3
7,18,1
4,18,5
28,30,6
28,34,100
5,8,85
8,40,7
5,39,127
27,39,7
8,39,110
3,32,92
28,32,4
31,32,150
13,32,37
32,40,7
6,32,199
16,32,18
7,32,4
17,32,5
11,32,4
16,40,125
0,22,25
0,37,13
34,37,36
38,41,141
38,39,143
38,40,315
15,38,70
30,38,34
25,38,5
28,38,18
8,38,72
19,38,1
17,38,1
13,38,6
37,38,9
29,38,16
13,34,232
15,26,2
7,26,4
8,26,1
25,34,13
0,13,43
0,25,2
15,39,70
15,28,13
15,37,75
40,41,57
12,41,4
29,41,28
28,41,8
31,41,6
22,41,4
8,41,29
39,41,110
15,41,34
37,41,25
25,41,5
2,38,7
12,38,8
5,38,97
16,38,62
5,14,140
13,14,47
14,21,44
2,5,89
5,19,37
5,20,11
5,11,43
5,40,21
5,25,1
5,16,67
5,28,22
5,27,44
3,5,186
13,23,3
8,27,1
14,31,39
14,20,45
14,33,8
14,29,76
21,39,111
21,40,2
21,29,5
5,21,9
21,34,16
11,21,7
21,32,7
21,41,47
21,38,2
1,21,6
16,21,15
7,21,8
21,27,2
18,30,18
18,26,30
18,38,6
3,19,4
3,26,16
3,15,92
3,31,8
3,13,38
3,4,1
19,30,39
26,30,13
30,41,34
30,31,24
13,30,26
20,26,1
12,26,1
21,26,1
14,19,7
14,37,27
5,31,5
5,12,3
5,37,1
5,29,33
5,22,4
11,20,65
11,29,1
4,39,1
4,40,16
4,14,8
19,39,8
19,41,5
0,28,21
0,32,21
0,21,1
34,35,4
6,35,1
20,41,6
19,40,21
19,31,2
16,19,2
3,40,59
28,40,8
31,40,7
7,40,41
37,40,6
39,40,114
29,40,3
20,40,15
18,40,3
15,40,29
22,40,10
2,31,11
2,32,2
31,39,219
31,38,97
13,31,33
20,39,35
16,39,84
13,39,53
12,15,51
15,32,13
15,16,123
15,18,5
13,15,21
16,35,1
11,16,61
32,41,22
13,41,18
12,21,1
32,35,1
20,28,3
3,20,10
2,20,13
20,38,12
20,31,25
16,20,80
1,20,48
13,20,1
13,18,35
13,16,50
9,29,66
29,39,35
1,29,104
16,25,4
25,39,7
7,25,1
1,25,9
25,40,2
2,25,19
14,25,2
25,30,7
21,25,1
25,29,2
15,25,7
3,25,1
0,27,1
1,17,1
28,39,8
22,28,3
22,38,6
1,22,8
22,39,11
8,22,2
2,22,7
22,30,4
14,22,25
22,24,1
22,34,21
5,13,8
13,26,2
7,13,13
3,37,14
16,30,13
23,32,11
7,37,37
13,19,24
8,13,6
6,25,3
13,25,1
8,32,18
2,37,20
2,28,78
2,36,1
1,36,1
11,37,1
6,36,21
8,28,17
28,37,3
16,28,10
34,36,3
3,35,5
11,19,11
6,27,2
37,39,10
1,27,2
15,29,32
27,34,3
16,33,1
8,37,2
17,28,1
28,29,1
0,17,12
16,29,12
16,17,3
5,17,25
28,31,1
18,31,1
8,31,2
4,31,1
2,21,1
16,37,2
20,37,1
29,37,10
21,37,1
36,37,18
36,41,9
36,39,1
9,22,2
11,13,14
13,29,9
20,32,1
19,20,39
18,20,1
30,37,2
29,30,35
35,41,2
22,35,1
8,20,40
20,33,3
8,29,1
17,39,9
16,23,4
7,27,2
3,17,1
29,32,3
12,28,7
12,31,2
14,27,2
11,35,1
11,28,12
23,30,1
4,37,16
20,23,1
27,32,2
2,27,15
8,33,63
33,38,3
33,34,3
7,33,2
11,31,1
23,31,1
32,37,4
20,21,1
5,26,2
24,41,1
12,37,1
