community,density
0,0.024630541871921183
1,0.014799154334038054
2,0.0033333333333333335
3,0.014705882352941176
4,0.0
5,0.029411764705882353
6,0.016835016835016835
7,0.012012012012012012
8,0.0
9,0.007389162561576354
10,0.0
11,0.0196078431372549
12,0.0
13,0.0
14,0.015384615384615385
15,0.029239766081871343
16,0.010526315789473684
17,0.0
18,0.0
19,0.0
20,0.03571428571428571
21,0.1
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.027777777777777776
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.009569377990430622
35,0.0
36,0.0
37,0.0
38,0.011695906432748537
39,0.012698412698412698
40,0.0
41,0.03333333333333333
