source,target,weight
1,18,4
1,23,5
1,19,12
0,1,106
1,6,233
1,39,66
1,2,57
1,31,51
1,4,4
1,16,14
1,41,59
1,11,18
1,30,87
1,7,93
1,34,177
1,10,3
1,12,5
1,26,8
3,18,3
18,26,3
9,18,11
18,38,4
6,18,10
12,18,3
14,18,13
13,18,2
0,18,9
7,18,1
2,18,4
5,18,2
23,34,23
0,23,20
2,23,19
6,23,19
11,23,15
7,23,6
14,19,26
3,19,1
19,30,3
9,19,16
6,19,7
19,34,7
0,2,55
0,40,13
0,11,56
0,7,211
0,6,144
0,34,108
0,39,51
0,5,68
0,19,14
0,4,17
0,41,27
0,30,54
0,10,9
0,12,24
0,26,12
1,9,83
1,5,28
6,7,165
2,6,99
6,39,128
5,6,62
2,19,4
2,4,1
2,41,16
2,11,27
2,30,37
2,7,13
2,10,4
2,12,1
6,15,58
7,19,3
5,19,4
19,41,1
20,31,14
16,31,4
15,31,40
6,14,225
6,34,320
6,9,42
6,40,114
6,41,68
6,16,46
6,28,70
6,8,62
6,30,62
6,12,7
7,16,24
15,16,61
5,16,39
7,11,130
10,11,1
16,30,5
7,30,46
30,34,55
13,30,12
7,10,2
12,14,10
3,12,1
12,34,15
5,12,2
14,39,699
14,15,73
14,30,43
0,14,52
2,14,7
9,14,81
14,38,109
14,34,154
14,26,26
1,14,85
11,14,9
7,39,29
11,39,36
34,39,128
39,40,53
38,39,20
30,39,37
9,39,49
2,39,37
39,41,41
16,39,31
28,39,8
5,39,58
32,39,14
3,39,25
1,15,47
15,39,31
15,34,205
15,40,6
15,38,25
15,41,24
15,32,9
15,29,14
5,30,10
30,40,26
9,30,28
30,38,3
3,30,37
26,30,3
30,41,16
0,3,62
0,16,67
0,28,15
0,15,51
6,38,104
6,17,4
6,32,66
2,28,26
3,9,81
9,26,14
9,34,180
9,15,29
9,11,45
9,38,37
9,12,27
5,9,41
9,31,9
9,21,16
9,13,21
9,36,1
4,9,14
3,6,93
6,13,41
14,40,42
14,41,78
3,14,44
14,16,38
6,26,10
3,38,24
38,40,69
1,38,31
34,38,151
38,41,83
29,38,5
2,34,52
34,41,124
34,40,86
26,34,63
2,26,9
16,26,3
7,26,9
9,40,18
2,9,35
8,9,54
0,9,62
9,41,25
9,29,9
7,9,50
9,17,5
1,40,72
11,20,12
11,15,35
8,11,7
11,40,37
11,30,26
6,11,28
5,14,69
7,14,36
13,14,12
8,14,31
14,23,5
14,28,21
14,32,12
14,27,5
30,32,15
3,40,13
31,40,2
7,40,9
32,40,3
40,41,26
16,40,23
5,40,3
18,40,5
2,40,2
13,40,1
4,40,2
5,41,25
5,11,10
5,8,12
5,32,5
5,29,5
5,7,90
5,23,26
5,27,6
5,34,116
5,38,19
3,7,28
7,34,115
7,8,138
6,20,4
0,8,30
8,23,1
8,34,46
9,32,34
3,34,123
16,34,68
23,41,13
23,29,2
23,39,3
16,23,6
7,28,54
28,38,2
28,34,56
9,28,2
5,28,6
28,40,2
1,28,27
16,28,18
8,28,6
3,28,8
11,16,22
2,16,16
9,16,14
16,41,40
16,38,20
8,16,5
16,20,29
16,32,20
16,21,3
2,32,6
32,41,24
32,34,7
1,32,49
21,32,2
27,32,2
0,17,4
14,21,8
6,27,2
3,11,5
3,13,6
20,26,3
21,26,2
15,26,1
7,38,7
23,38,1
13,38,3
6,31,2
13,15,8
7,20,17
3,5,60
5,31,2
2,5,7
5,20,5
5,37,3
4,5,1
14,22,9
4,14,2
19,39,14
34,35,1
20,34,51
1,29,46
1,17,2
1,3,86
15,19,16
16,19,1
18,34,4
13,34,40
1,13,24
20,39,5
12,15,13
5,15,28
15,18,7
15,22,1
7,15,78
18,32,6
13,32,10
20,28,4
3,20,2
14,20,38
2,20,3
0,20,19
20,40,3
12,20,5
1,20,8
20,41,4
20,38,7
13,20,5
15,20,1
18,41,5
5,22,3
34,37,11
13,39,16
13,16,1
13,41,15
7,13,3
29,40,8
0,29,11
29,39,8
2,29,7
29,34,27
22,28,3
28,41,1
0,22,4
11,22,4
9,22,3
7,22,2
22,41,2
5,26,2
3,41,13
3,8,5
3,16,5
3,26,7
26,41,1
13,26,1
26,39,7
26,38,1
3,23,1
3,32,37
31,34,43
17,34,4
11,34,10
31,39,29
2,38,4
17,38,1
6,29,9
8,32,25
23,32,3
2,3,23
3,37,12
34,36,3
1,8,5
16,37,6
6,37,20
6,22,4
6,36,6
3,15,13
2,15,52
15,23,12
15,37,12
11,38,28
23,40,1
12,40,1
37,39,8
0,38,11
0,37,5
7,21,3
7,37,16
7,41,8
4,7,4
31,41,3
37,41,14
11,41,4
8,41,2
7,17,4
7,29,12
15,28,6
15,17,7
2,17,1
5,17,4
9,20,60
14,25,1
14,29,22
28,32,3
31,32,1
7,32,3
0,32,1
17,32,3
14,17,4
1,37,13
33,37,2
9,37,10
20,37,4
20,30,3
25,30,2
36,37,1
1,36,1
36,41,4
11,36,1
36,39,4
0,31,8
19,20,8
22,38,3
14,33,2
12,23,5
0,21,2
14,31,7
25,41,3
29,41,6
15,30,23
11,13,1
2,13,5
14,37,6
8,20,3
20,33,2
28,31,35
17,28,1
17,30,1
7,31,3
33,34,3
25,34,7
22,34,6
25,29,1
8,30,12
1,24,1
12,41,5
21,30,3
21,41,3
20,21,1
21,29,1
30,31,13
2,31,16
2,8,17
2,21,2
8,39,3
21,38,1
21,34,8
7,25,2
0,25,1
4,34,2
4,15,1
13,19,11
8,38,6
8,12,7
8,33,8
33,38,2
12,33,2
9,33,1
15,33,2
7,33,2
6,25,8
8,15,4
0,13,2
13,17,1
5,13,1
17,41,1
17,29,1
11,37,2
2,25,8
8,37,2
18,37,1
13,31,6
13,29,3
18,39,1
15,21,2
35,40,1
19,40,8
22,39,1
16,18,1
23,31,31
32,37,1
2,37,5
4,37,2
