source,target,weight
1,11,22
2,11,33
3,11,18
4,11,40
5,11,8
6,11,34
7,11,23
8,11,14
1,6,10
1,2,8
1,4,17
2,12,27
2,4,18
2,13,10
3,6,15
3,13,9
4,6,17
3,4,19
4,12,28
4,8,19
9,11,5
4,5,11
5,7,5
5,9,3
5,6,4
5,10,1
5,8,11
2,5,13
3,5,3
5,12,7
1,5,3
5,13,3
6,7,12
6,10,26
6,12,23
6,8,21
6,13,12
2,6,32
10,11,17
11,12,31
4,7,12
7,10,15
3,7,13
1,7,6
7,12,11
7,8,5
8,13,9
2,8,12
8,9,5
3,8,9
2,10,8
4,13,7
2,3,8
2,9,5
6,14,4
4,10,13
4,9,4
1,3,15
1,9,3
1,13,4
1,12,9
6,9,7
3,9,2
9,10,4
3,10,12
8,10,16
10,13,4
8,12,9
10,12,14
1,10,10
11,13,9
7,13,13
12,13,10
7,9,5
13,14,3
9,13,3
8,14,3
1,8,12
3,12,7
2,7,1
5,14,1
3,14,2
2,14,2
7,14,3
