community,density
0,0.06386554621848739
1,0.08666666666666667
2,0.16666666666666666
3,0.08465608465608465
4,0.06818181818181818
5,0.06031746031746032
6,0.125
7,0.07311827956989247
8,0.04591836734693878
9,1.0
10,0.4
11,0.10476190476190476
12,0.052854122621564484
13,0.04244897959183674
14,0.05975609756097561
15,0.041750841750841754
16,0.13970588235294118
17,0.08333333333333333
18,1.0
19,0.15384615384615385
20,0.07407407407407407
21,0.6666666666666666
22,0.04591836734693878
23,0.04336734693877551
24,0.04072398190045249
25,0.06050420168067227
26,0.09782608695652174
27,0.6666666666666666
28,0.035959809624537285
29,1.0
30,1.0
31,1.0
32,0.10144927536231885
