community,density
0,0.01951951951951952
1,0.024132730015082957
2,0.008602150537634409
3,0.029411764705882353
4,0.0
5,0.023809523809523808
6,0.02535211267605634
7,0.03170731707317073
8,0.0
9,0.016129032258064516
10,0.0
11,0.0196078431372549
12,0.047619047619047616
13,0.0
14,0.02318840579710145
15,0.03333333333333333
16,0.019762845849802372
17,0.0
18,0.0
19,0.0
20,0.1388888888888889
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.005847953216374269
31,0.03636363636363636
32,0.01818181818181818
33,0.0
34,0.01647940074906367
35,0.0
36,0.0
37,0.01818181818181818
38,0.017316017316017316
39,0.01616161616161616
40,0.02564102564102564
41,0.019943019943019943
