source,target,weight
0,0,0
0,1,13
0,2,10
0,3,12
0,4,17
0,5,5
0,6,14
0,7,13
0,8,19
0,9,13
0,10,15
1,0,13
1,1,0
1,2,8
1,3,19
1,4,16
1,5,8
1,6,17
1,7,21
1,8,14
1,9,12
1,10,11
2,0,10
2,1,8
2,2,0
2,3,6
2,4,7
2,5,3
2,6,6
2,7,5
2,8,4
2,9,13
2,10,14
3,0,12
3,1,19
3,2,6
3,3,0
3,4,21
3,5,4
3,6,17
3,7,19
3,8,8
3,9,17
3,10,7
4,0,17
4,1,16
4,2,7
4,3,21
4,4,0
4,5,14
4,6,14
4,7,11
4,8,15
4,9,16
4,10,11
5,0,5
5,1,8
5,2,3
5,3,4
5,4,14
5,5,0
5,6,10
5,7,8
5,8,4
5,9,8
5,10,6
6,0,14
6,1,17
6,2,6
6,3,17
6,4,14
6,5,10
6,6,0
6,7,17
6,8,12
6,9,24
6,10,16
7,0,13
7,1,21
7,2,5
7,3,19
7,4,11
7,5,8
7,6,17
7,7,0
7,8,16
7,9,20
7,10,17
8,0,19
8,1,14
8,2,4
8,3,8
8,4,15
8,5,4
8,6,12
8,7,16
8,8,0
8,9,13
8,10,12
9,0,13
9,1,12
9,2,13
9,3,17
9,4,16
9,5,8
9,6,24
9,7,20
9,8,13
9,9,0
9,10,10
10,0,15
10,1,11
10,2,14
10,3,7
10,4,11
10,5,6
10,6,16
10,7,17
10,8,12
10,9,10
10,10,0
