node,x_pos,y_pos
0,0.013124254876616129,0.018402348516457702
1,-0.003970514829296805,-0.024766832418979774
2,0.12253167496565998,-0.04961182538424884
3,-0.027252039737020443,-0.1267246818544618
4,0.1710987475703753,-0.5593430714044261
5,-0.12142051678880762,0.14692700241853887
6,0.0005642423607122909,0.016546433948284915
7,0.010298721174932482,0.08684639995377921
8,0.21711753122842956,-0.015964422668744704
9,0.11703070337775245,-0.033846453084717495
10,0.36185443680315615,-0.8984092753035438
11,-0.134322717502544,0.10441688185509382
12,0.4160841049508192,-0.034210730772536946
13,-0.08814469627523275,0.3366661609057677
14,0.0645410397978051,0.11540501156157681
15,0.033587361499889584,0.16337599225934082
16,-0.1630821189880426,0.09324133636067759
17,-0.6648241910752732,0.3222490576741199
18,0.3029102751765934,0.38151858408908673
19,-0.1913824333545814,0.48251426823990295
20,-0.20727343913863092,-0.12791460262779444
21,0.21981534678091622,0.646920357176213
22,0.6303561303262244,0.2973950909642732
23,0.05027789335586677,0.4100548161334092
24,-0.5272035083560431,0.7187204424495894
25,0.6150502836540345,-0.4453943603985194
26,0.4281017984192081,0.2143443849940735
27,-1.0,0.07439410845144973
28,0.1338569436520227,-0.18521165638954545
29,-0.3355947618696304,-0.013648952149392326
30,0.19661099516432834,0.06207397902746884
31,0.18154481549002566,0.24727340749288856
32,-0.25631212607775233,0.07683607317869572
33,0.821787793573507,-0.1993072080218995
34,0.05666226466225148,0.05492164411395379
35,-0.9442607199366208,-0.7468187232154286
36,-0.33813074693794337,-0.926142076291481
37,-0.15482485261408713,-0.3257440945829989
38,0.08074587122156876,-0.16699416324634295
39,0.027103619832768062,0.07257733080444115
40,-0.12774066071493104,-0.13263613531883536
41,0.013083194280954901,-0.13093184743517622
