source,target,weight
1,18,4
1,23,4
1,8,7
0,1,73
1,7,37
1,15,37
1,11,15
1,6,68
1,2,27
1,19,8
1,4,4
1,16,7
1,41,29
1,30,45
1,22,1
1,34,69
1,10,4
1,12,4
1,9,41
1,26,10
0,18,3
6,18,15
2,18,1
18,41,1
0,23,6
0,8,10
6,8,14
0,30,27
0,14,13
0,11,17
0,6,63
0,39,23
0,2,31
0,5,21
0,19,23
0,4,3
0,12,10
0,41,7
0,7,48
0,10,3
0,9,35
0,26,3
7,39,9
6,7,106
7,28,56
7,10,1
7,34,44
5,7,25
7,11,52
7,14,24
7,15,60
15,30,41
0,3,18
0,16,36
0,34,47
0,38,9
0,20,5
0,28,3
0,37,7
0,15,26
11,30,12
11,38,4
6,19,15
6,38,30
6,30,21
6,9,14
1,5,21
2,6,35
2,30,14
6,39,42
6,34,135
6,11,5
6,15,41
12,41,1
7,31,6
7,9,6
7,30,10
7,29,16
1,14,37
2,7,21
0,22,2
22,30,1
20,22,1
2,14,10
26,39,8
26,31,5
26,41,5
14,15,41
14,30,33
9,14,16
6,14,48
14,38,16
14,34,83
14,26,6
2,34,22
2,5,3
2,11,12
2,9,9
2,39,17
2,28,6
2,15,41
2,26,2
2,38,2
2,16,13
15,40,2
15,34,94
15,38,16
15,26,1
9,39,21
9,40,9
9,30,21
5,9,6
8,9,7
9,16,13
9,23,1
3,9,17
4,9,1
9,34,27
9,19,5
9,26,2
9,38,3
9,41,11
6,26,2
38,39,11
38,40,8
34,38,35
1,38,22
38,41,6
29,38,3
26,34,10
34,39,35
34,41,40
8,26,1
6,17,1
6,13,27
3,6,43
6,41,56
5,14,17
13,14,31
5,39,31
5,30,13
5,40,3
5,34,36
5,8,27
5,32,7
5,24,1
5,6,21
5,23,16
5,41,4
5,16,7
5,27,12
5,38,20
13,34,67
18,30,10
18,26,5
18,38,1
12,18,1
4,18,1
3,30,14
8,30,5
19,30,15
30,38,11
26,30,4
30,34,42
30,39,45
30,41,11
12,30,7
30,31,4
30,40,8
21,30,4
13,30,4
4,30,7
21,26,2
3,38,3
4,34,1
4,14,3
15,41,12
39,41,19
16,41,11
19,41,6
32,41,25
32,34,5
9,32,2
6,32,18
7,32,5
15,32,3
13,32,4
14,33,1
14,22,2
14,39,282
15,19,6
19,38,3
19,34,2
1,39,28
1,32,25
1,13,13
12,15,9
15,31,32
5,15,35
15,16,23
15,18,2
9,15,11
15,39,6
13,15,13
31,38,1
16,38,10
34,40,10
34,37,3
16,34,23
18,34,18
31,34,7
8,34,7
31,40,1
37,40,4
1,40,32
40,41,6
39,40,5
29,40,2
6,40,24
7,40,2
22,40,1
14,40,26
16,40,4
2,40,2
3,40,2
19,39,9
6,16,12
7,18,1
16,18,4
18,32,2
13,18,17
14,18,8
20,39,9
3,14,29
0,13,7
6,20,4
14,16,9
11,15,15
0,29,1
1,29,13
1,3,42
9,13,6
3,41,10
3,5,16
3,34,33
3,13,1
3,8,4
3,16,12
3,7,6
3,26,1
29,34,15
3,32,8
28,34,12
1,31,20
1,28,14
32,39,17
28,32,1
14,32,3
3,15,11
15,23,12
15,37,8
3,39,5
6,37,6
16,39,5
37,39,2
6,23,3
6,29,6
14,41,21
14,28,2
12,14,4
3,31,5
14,31,11
14,25,2
14,29,12
15,28,2
15,17,2
15,29,15
5,19,2
5,28,1
5,17,2
5,29,2
3,37,4
3,28,1
3,20,4
1,37,6
16,37,1
9,37,8
25,34,1
20,34,10
6,28,7
20,31,3
8,20,4
1,20,11
12,20,2
14,20,4
11,20,10
20,33,1
9,20,8
5,20,4
7,20,10
20,38,1
7,8,37
8,16,4
8,37,1
7,41,2
29,41,1
37,41,2
2,41,14
36,41,1
8,14,7
0,40,1
11,14,5
11,37,1
8,15,2
9,31,2
12,31,1
23,31,1
16,31,2
5,12,6
12,23,2
12,16,3
7,19,3
7,16,10
7,37,3
14,37,3
11,39,3
9,11,3
11,34,4
11,16,12
3,11,3
17,30,2
13,39,2
22,38,1
2,13,4
13,41,14
31,37,1
31,39,9
8,39,6
23,39,2
20,30,1
25,30,2
18,39,1
2,25,1
1,25,1
37,38,4
23,34,1
12,34,3
27,30,1
27,39,3
6,27,1
8,27,2
7,27,1
30,32,2
16,32,6
11,22,1
22,39,2
22,29,1
16,23,3
16,21,2
25,39,2
13,19,2
0,32,2
8,33,1
33,38,1
33,34,1
7,33,1
2,8,5
7,21,2
21,34,12
14,21,3
16,20,8
21,41,6
20,23,1
7,23,2
13,31,2
2,3,1
29,30,1
20,21,1
11,40,1
6,21,1
9,29,1
0,31,4
19,40,2
31,32,3
4,37,1
19,37,1
2,29,1
28,39,1
6,36,1
18,23,2
8,18,1
32,38,1
36,37,1
