source,target,weight
0,1,20
0,2,19
1,11,48
1,7,34
1,6,61
1,3,68
0,12,26
0,3,13
0,10,24
0,6,31
0,11,26
0,5,37
0,4,24
2,14,47
2,5,60
2,12,58
1,2,70
2,11,36
2,6,105
2,7,122
2,3,91
2,4,48
3,6,88
3,11,34
3,8,40
3,12,65
3,14,20
2,10,23
2,8,49
4,12,39
4,7,53
1,4,69
4,6,92
4,11,38
5,12,58
1,5,46
5,10,66
5,7,60
5,6,94
3,5,54
5,8,43
4,5,65
5,9,1
5,14,41
5,15,2
5,11,17
6,7,90
6,12,74
3,7,52
7,8,74
7,9,4
7,10,42
7,11,25
3,10,32
3,4,40
7,12,20
0,7,18
8,14,108
8,10,97
4,8,41
6,8,70
8,11,36
7,14,26
9,10,2
2,9,2
6,9,6
1,14,60
1,10,57
1,8,12
10,12,39
6,10,80
11,12,37
11,14,30
6,11,57
10,11,29
3,15,6
6,14,46
7,15,2
1,12,19
12,14,42
8,12,64
4,10,41
10,14,27
10,15,2
0,14,33
4,14,64
0,8,28
9,14,2
4,9,6
4,15,5
6,15,5
2,15,1
8,9,1
9,11,2
11,15,1
14,15,5
8,15,2
9,12,1
1,15,1
