node,x_pos,y_pos
0,0.0677328949963844,0.053150308771183805
1,0.056153360769929925,0.07667418902322262
2,0.07158183215067974,0.07890610055385129
3,0.05589401742269461,0.06442936479131849
4,0.04976826563081992,0.07179329629332923
5,0.07531600141115441,0.06894830041020009
6,0.0592821709241046,0.08457913419486396
7,0.048098274217705635,0.056360553391322024
8,0.07922436534595771,0.05730059768234333
9,0.17461952042244389,-1.0
10,0.056875238997097934,0.05592075642701085
11,0.06577448540400997,0.07322670077299749
12,0.06703203325009571,0.06407043080267895
13,-0.9952130113867539,0.09342887709336425
14,0.06786055044367546,0.10121138979231341
