source,target,weight
0,0,0
0,1,101
0,2,169
0,3,263
0,4,126
0,5,251
0,6,58
0,7,98
0,8,46
0,9,0
0,10,171
0,11,194
0,12,172
0,13,0
0,14,13
1,0,101
1,1,0
1,2,137
1,3,258
1,4,147
1,5,95
1,6,99
1,7,94
1,8,71
1,9,0
1,10,109
1,11,173
1,12,83
1,13,0
1,14,17
2,0,169
2,1,137
2,2,0
2,3,265
2,4,136
2,5,190
2,6,106
2,7,78
2,8,84
2,9,0
2,10,80
2,11,232
2,12,237
2,13,0
2,14,44
3,0,263
3,1,258
3,2,265
3,3,0
3,4,358
3,5,204
3,6,137
3,7,320
3,8,165
3,9,0
3,10,376
3,11,250
3,12,266
3,13,0
3,14,42
4,0,126
4,1,147
4,2,136
4,3,358
4,4,0
4,5,264
4,6,141
4,7,146
4,8,110
4,9,0
4,10,247
4,11,220
4,12,206
4,13,0
4,14,53
5,0,251
5,1,95
5,2,190
5,3,204
5,4,264
5,5,0
5,6,211
5,7,134
5,8,151
5,9,0
5,10,164
5,11,314
5,12,274
5,13,0
5,14,42
6,0,58
6,1,99
6,2,106
6,3,137
6,4,141
6,5,211
6,6,0
6,7,72
6,8,109
6,9,0
6,10,119
6,11,162
6,12,142
6,13,0
6,14,15
7,0,98
7,1,94
7,2,78
7,3,320
7,4,146
7,5,134
7,6,72
7,7,0
7,8,71
7,9,0
7,10,204
7,11,95
7,12,124
7,13,0
7,14,13
8,0,46
8,1,71
8,2,84
8,3,165
8,4,110
8,5,151
8,6,109
8,7,71
8,8,0
8,9,0
8,10,94
8,11,116
8,12,95
8,13,0
8,14,11
9,0,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,0
9,7,0
9,8,0
9,9,0
9,10,0
9,11,0
9,12,0
9,13,0
9,14,0
10,0,171
10,1,109
10,2,80
10,3,376
10,4,247
10,5,164
10,6,119
10,7,204
10,8,94
10,9,0
10,10,0
10,11,130
10,12,131
10,13,0
10,14,28
11,0,194
11,1,173
11,2,232
11,3,250
11,4,220
11,5,314
11,6,162
11,7,95
11,8,116
11,9,0
11,10,130
11,11,0
11,12,284
11,13,0
11,14,45
12,0,172
12,1,83
12,2,237
12,3,266
12,4,206
12,5,274
12,6,142
12,7,124
12,8,95
12,9,0
12,10,131
12,11,284
12,12,0
12,13,0
12,14,27
13,0,0
13,1,0
13,2,0
13,3,0
13,4,0
13,5,0
13,6,0
13,7,0
13,8,0
13,9,0
13,10,0
13,11,0
13,12,0
13,13,0
13,14,0
14,0,13
14,1,17
14,2,44
14,3,42
14,4,53
14,5,42
14,6,15
14,7,13
14,8,11
14,9,0
14,10,28
14,11,45
14,12,27
14,13,0
14,14,0
