community,density
0,0.008547008547008548
1,0.02564102564102564
2,0.0
3,0.011695906432748537
4,0.0
5,0.025
6,0.013442431326709527
7,0.008064516129032258
8,0.0
9,0.015810276679841896
10,0.0
11,0.025
12,0.0
13,0.0
14,0.002564102564102564
15,0.013071895424836602
16,0.017543859649122806
17,0.0
18,0.0
19,0.0
20,0.07142857142857142
21,0.0
22,0.0
23,0.03571428571428571
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.011935208866155157
35,0.0
36,0.0
37,0.0
38,0.010526315789473684
39,0.0064516129032258064
40,0.044444444444444446
41,0.015789473684210527
