community,density
0,0.012307692307692308
1,0.012121212121212121
2,0.007905138339920948
3,0.017543859649122806
4,0.0
5,0.007352941176470588
6,0.020455873758036237
7,0.011538461538461539
8,0.0
9,0.008547008547008548
10,0.0
11,0.004329004329004329
12,0.0
13,0.0
14,0.02418207681365576
15,0.008333333333333333
16,0.013071895424836602
17,0.0
18,0.0
19,0.0
20,0.13333333333333333
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.015151515151515152
29,0.0
30,0.0
31,0.0
32,0.01818181818181818
33,0.0
34,0.016216216216216217
35,0.0
36,0.0
37,0.0
38,0.004761904761904762
39,0.0075075075075075074
40,0.022222222222222223
41,0.010869565217391304
