node,centrality,community,density,name,type,betwness,closeness,eign,volatility
255,1,0,0.03898305084745763,User_255,outandin,0.0,0.2207489420462691,5.7716245558228334e-05,3
1779,1,0,0.03898305084745763,User_1779,outandin,0.0,0.2207489420462691,2.8858122779114167e-05,2
1790,1,0,0.03898305084745763,User_1790,outandin,0.0,0.2207489420462691,2.8858122779114167e-05,2
2,1,0,0.03898305084745763,User_2,,0.0,0.2327291819402384,3.0462720038302705e-05,0
687,1,0,0.03898305084745763,User_687,outgoing,0.0,0.2327291819402384,3.0462720038302705e-05,1
754,1,0,0.03898305084745763,User_754,outgoing,0.0,0.2327291819402384,3.0462720038302705e-05,1
928,1,0,0.03898305084745763,User_928,,0.0,0.2327291819402384,3.0462720038302705e-05,0
1461,1,0,0.03898305084745763,User_1461,outandin,0.0,0.2327291819402384,3.0462720038302705e-05,3
1784,1,0,0.03898305084745763,User_1784,outandin,0.0,0.2327291819402384,0.0003350899204213,2
1795,1,0,0.03898305084745763,User_1795,outandin,0.0,0.2327291819402384,3.0462720038302705e-05,2
377,1,0,0.03898305084745763,User_377,outgoing,0.0,0.2647091446759878,0.0010797957843074,1
938,1,0,0.03898305084745763,User_938,outgoing,0.0,0.2647091446759878,0.0010797957843074,1
1829,1,0,0.03898305084745763,User_1829,outandin,0.0,0.2647091446759878,0.0003599319281024,2
176,1,0,0.03898305084745763,User_176,,0.0,0.1751254035977859,9.810089908028689e-07,0
1828,1,0,0.03898305084745763,User_1828,outandin,0.0,0.1751254035977859,1.6350149846714482e-07,2
93,1,0,0.03898305084745763,User_93,,0.0,0.1795896345707812,6.953903426687024e-07,0
152,1,0,0.03898305084745763,User_152,outgoing,0.0,0.2203543952329603,0.0001357187815247,1
1742,1,0,0.03898305084745763,User_1742,outgoing,0.0,0.1795896345707812,1.0430855140030538e-06,2
1778,1,0,0.03898305084745763,User_1778,outandin,0.0,0.1872970514741228,3.668845190258067e-07,2
289,1,0,0.03898305084745763,User_289,incoming,0.0,0.2140421599528495,2.711959801582777e-05,2
438,1,0,0.03898305084745763,User_438,outgoing,0.0,0.1972612546125461,8.834770393165796e-06,1
574,1,0,0.03898305084745763,User_574,outandin,0.0,0.2120176855250925,5.74516457641632e-06,3
980,1,0,0.03898305084745763,User_980,outgoing,0.0,0.2094958099113701,2.066986108973931e-05,1
1425,1,0,0.03898305084745763,User_1425,outandin,0.0,0.2066861427206057,1.923933731850922e-05,3
1203,1,0,0.03898305084745763,User_1203,outgoing,0.0,0.2483147716673541,0.0001833557636155,1
1350,1,0,0.03898305084745763,User_1350,outandin,0.0,0.2483147716673541,0.0003667115272311,3
1665,1,0,0.03898305084745763,User_1665,outgoing,0.0,0.2483147716673541,0.0001833557636155,2
1794,1,0,0.03898305084745763,User_1794,outandin,0.0,0.2483147716673541,0.0001833557636155,2
1535,1,0,0.03898305084745763,User_1535,,0.0,0.1962408024398588,1.644251931693426e-05,0
1468,1,0,0.03898305084745763,User_1468,outgoing,0.0,0.1740745275437223,5.781370879518041e-08,1
234,2,0,0.03898305084745763,User_234,,0.0035195176351024,0.2329490489047545,3.046713889618911e-05,0
1785,2,0,0.03898305084745763,User_1785,outandin,0.0,0.2715600972089016,0.0007675284209903,2
1491,2,0,0.03898305084745763,User_1491,,0.002344298858885,0.2249786206803674,0.0001099826244488,0
1488,2,0,0.03898305084745763,User_1488,,0.0,0.2359584385317537,9.090247286996964e-05,0
319,2,0,0.03898305084745763,User_319,outgoing,0.0035195176351024,0.2485650889775026,0.0007335294416308,1
1587,2,0,0.03898305084745763,User_1587,outgoing,0.0020201011357882,0.252639926501724,0.0003862082580619,2
1260,2,0,0.03898305084745763,User_1260,outgoing,0.0060192201585995,0.2765861674320613,0.0008620307876228,1
1554,2,0,0.03898305084745763,User_1554,outgoing,0.0035195176351024,0.2128412328577321,9.602127651629776e-06,1
211,3,0,0.03898305084745763,User_211,,0.0070322144995941,0.2211449042741548,5.774346393462689e-05,0
1655,3,0,0.03898305084745763,User_1655,outgoing,0.006809240014286,0.2937183660103426,0.0040175341817219,2
1546,3,0,0.03898305084745763,User_1546,,0.0070253937289835,0.2735181012375847,0.0015944225323331,0
1791,3,0,0.03898305084745763,User_1791,incoming,0.0170577729014681,0.2724602964261687,0.0009539658557767,1
41,3,0,0.03898305084745763,User_41,,0.0070322144995941,0.2144144071875501,2.715603038400347e-05,0
132,3,0,0.03898305084745763,User_132,,0.0,0.2263208520107229,0.0003814218942933,0
312,4,0,0.03898305084745763,User_312,,0.0009893527770767,0.2442561349833409,0.0011584006344527,0
1626,4,0,0.03898305084745763,User_1626,,0.0003040926897254,0.2675817344174526,0.0117300360885458,1
1807,4,0,0.03898305084745763,User_1807,incoming,0.0140166836049136,0.275812716180853,0.0022516332960274,1
997,4,0,0.03898305084745763,User_997,outgoing,0.003553183010045,0.2637182548296071,0.0031952316725991,1
818,4,0,0.03898305084745763,User_818,,0.0,0.2795652701424973,0.0028594457563988,0
1487,4,0,0.03898305084745763,User_1487,,0.0020008892985681,0.2822857106647769,0.0114459697304595,0
1434,4,0,0.03898305084745763,User_1434,,0.0035399799469344,0.2469469887488058,0.00136531658203,0
1603,5,0,0.03898305084745763,User_1603,outgoing,0.0087176298702036,0.2683096499082509,0.001716319580748,2
36,7,0,0.03898305084745763,User_36,,0.0456650542433403,0.3016227134748411,0.0014005900263824,0
1675,7,0,0.03898305084745763,User_1675,,0.0,0.3270246263470592,0.044527314482198,1
673,8,0,0.03898305084745763,User_673,,0.0148999585975665,0.2963660676270224,0.004653999480145,0
1,12,0,0.03898305084745763,User_1,,0.0217412845684257,0.2870507197505036,0.0047923634552421,0
847,13,0,0.03898305084745763,User_847,,0.0433229007535184,0.286383935267924,0.0037561135535039,0
3,20,0,0.03898305084745763,User_3,,0.0816647764959111,0.3076438780607394,0.0050585308519165,0
1127,23,0,0.03898305084745763,User_1127,,0.0492685982029636,0.3354783241709967,0.0304525834066492,0
32,33,0,0.03898305084745763,User_32,,0.0869273596042414,0.3661122023246958,0.0597806513307338,0
1406,1,1,0.052564102564102565,User_1406,,0.0,0.2462072573796132,0.0002217262595773,0
1239,1,1,0.052564102564102565,User_1239,outandin,0.0,0.2403280392453047,4.766456478536679e-05,3
1304,1,1,0.052564102564102565,User_1304,outgoing,0.0,0.2403280392453047,4.766456478536679e-05,1
1760,1,1,0.052564102564102565,User_1760,outgoing,0.0,0.2403280392453047,4.766456478536679e-05,2
1767,1,1,0.052564102564102565,User_1767,incoming,0.0,0.2403280392453047,4.766456478536679e-05,1
1769,1,1,0.052564102564102565,User_1769,outandin,0.0,0.2403280392453047,4.766456478536679e-05,2
