source,target,weight
0,0,0
0,1,0
0,2,6
0,3,0
0,4,0
0,5,0
0,6,1
0,7,1
0,8,0
1,0,0
1,1,0
1,2,29
1,3,0
1,4,0
1,5,0
1,6,0
1,7,0
1,8,0
2,0,6
2,1,29
2,2,0
2,3,360
2,4,97
2,5,106
2,6,743
2,7,561
2,8,101
3,0,0
3,1,0
3,2,360
3,3,0
3,4,0
3,5,0
3,6,6
3,7,8
3,8,0
4,0,0
4,1,0
4,2,97
4,3,0
4,4,0
4,5,0
4,6,0
4,7,86
4,8,0
5,0,0
5,1,0
5,2,106
5,3,0
5,4,0
5,5,0
5,6,0
5,7,3
5,8,0
6,0,1
6,1,0
6,2,743
6,3,6
6,4,0
6,5,0
6,6,0
6,7,126
6,8,5
7,0,1
7,1,0
7,2,561
7,3,8
7,4,86
7,5,3
7,6,126
7,7,0
7,8,0
8,0,0
8,1,0
8,2,101
8,3,0
8,4,0
8,5,0
8,6,5
8,7,0
8,8,0
