community,density
0,0.0033333333333333335
1,0.00909090909090909
2,0.0033333333333333335
3,0.029411764705882353
4,0.0
5,0.007352941176470588
6,0.012987012987012988
7,0.012096774193548387
8,0.0
9,0.011396011396011397
10,0.0
11,0.023391812865497075
12,0.0
13,0.0
14,0.012698412698412698
15,0.016666666666666666
16,0.011695906432748537
17,0.0
18,0.0
19,0.0
20,0.047619047619047616
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.022222222222222223
33,0.0
34,0.010230179028132993
35,0.0
36,0.0
37,0.0
38,0.004761904761904762
39,0.0071301247771836
40,0.044444444444444446
41,0.0
