node,x_pos,y_pos
0,0.08487826806207062,0.9364387254902342
1,0.9483937757003029,0.19692591239349175
2,0.17103310912237898,-0.11590869952365167
3,-0.9008847678951191,0.12506012479495582
4,0.23035329672091182,-0.17002769781191754
5,-0.6462632014241855,0.7371378158673804
6,0.2298214592880342,-0.22693517646400133
7,-0.5054713492880604,-0.8371749353085335
8,-0.7701481283768526,0.26104089807841707
9,0.0879011140354847,-0.9357875612349562
10,0.6045757220436491,-0.8322572076810849
11,-0.6324874668101418,-0.6209879810331378
12,0.37734862363165356,0.8146915192312034
13,-0.8550616390529923,-0.1614877570771852
14,0.3154415577388435,-1.0
15,0.8164166584434144,-0.5676500638874696
16,-0.25837989110389464,0.9169757512331302
17,0.03883450324922131,0.009633694163798286
18,0.09852028393460699,-0.04815414610694091
19,0.9495123571628462,-0.19901026159547355
20,-0.8048396071661706,-0.41251821505933794
21,-0.816205837832201,0.4972937758712099
22,-0.42861026625063214,0.7305936354252706
23,0.029505751330184984,0.7144517323113246
24,-0.19174133387790634,-0.9294781691450913
25,0.2998689204584415,-0.1714386330325227
26,0.9009323009694703,0.5530941132631996
27,0.6267557871866418,0.7354788068376883
