node,x_pos,y_pos
0,-0.017076895658530974,0.03893573020600042
1,-0.053588579686842115,0.053029371841248354
2,-0.06100370179256249,0.05760702531044181
3,-0.06814421833138656,0.043267227159142725
4,-0.06163326504804542,0.06385206122677037
5,-0.07208593802458235,0.05569041142008385
7,-0.0790204572408132,0.04759968984893904
11,-0.06866308819460522,0.0662531895532858
9,-0.09067988620167457,0.055091634362435096
10,-0.07884261589499801,0.057815693950153624
12,-0.07877592183035281,0.07020447209668806
13,-0.0615578014197799,0.04629277577743784
14,-0.06936128005770381,0.05316270829539566
8,-0.0736577214267151,0.06263376743601795
6,-0.06590862919140776,0.0839576719472366
15,1.0,-0.8553934304312786
