node,centrality,community,density,name,type,betwness,closeness,eign,volatility
159,1,0,0.19230769230769232,User_159,outandin,0.0,0.2664970316579846,2.6739582113968207e-05,1
255,1,0,0.19230769230769232,User_255,outandin,0.0,0.2664970316579846,2.6739582113968207e-05,3
397,1,0,0.19230769230769232,User_397,outandin,0.0,0.2664970316579846,1.3369791056984103e-05,1
5,1,0,0.19230769230769232,User_5,outandin,0.0,0.2430214866856311,9.343264726841367e-07,1
526,1,0,0.19230769230769232,User_526,incoming,0.0,0.2533553025301454,4.255394883045465e-05,1
2,4,0,0.19230769230769232,User_2,incoming,0.0015093399169931,0.3211070791288831,0.0003073033184118,0
123,5,0,0.19230769230769232,User_123,outandin,0.0006675862324141,0.338080376731165,0.0004451802812704,1
312,6,0,0.19230769230769232,User_312,incoming,9.4236394056808e-05,0.3269356449298872,0.0003057241329145,0
1271,7,0,0.19230769230769232,User_1271,incoming,6.074888556385567e-06,0.3249020414988491,0.0030326617431904,1
1329,7,0,0.19230769230769232,User_1329,incoming,0.0005648132473038,0.3468354462481075,0.0007978804187443,1
477,8,0,0.19230769230769232,User_477,incoming,0.0013139152682841,0.3393984288821636,0.001999071598684,1
146,9,0,0.19230769230769232,User_146,outandin,8.97412850171922e-05,0.3401351304859886,0.0016340307806151,2
1,24,0,0.19230769230769232,User_1,incoming,0.0066332914472063,0.363405043169979,0.0043963686020693,0
4,1,1,0.02857142857142857,User_4,outandin,0.0,0.2873652202730515,3.767810730924334e-05,1
618,1,1,0.02857142857142857,User_618,outandin,0.0,0.2873652202730515,7.535621461848668e-05,1
139,1,1,0.02857142857142857,User_139,outandin,0.0,0.2760265186099964,4.267028693281007e-05,1
1098,1,1,0.02857142857142857,User_1098,outandin,0.0,0.2760265186099964,8.534057386562014e-05,1
1133,1,1,0.02857142857142857,User_1133,outandin,0.0,0.2760265186099964,4.267028693281007e-05,1
1221,1,1,0.02857142857142857,User_1221,outandin,0.0,0.2760265186099964,4.267028693281007e-05,1
1483,1,1,0.02857142857142857,User_1483,outandin,0.0,0.2760265186099964,4.267028693281007e-05,1
28,1,1,0.02857142857142857,User_28,outandin,0.0,0.2755896141661888,1.6463584758888533e-05,1
968,1,1,0.02857142857142857,User_968,outandin,0.0,0.2562555267618888,1.6927521533761018e-06,1
1277,1,1,0.02857142857142857,User_1277,outandin,0.0,0.2861059971058882,4.2049570017196615e-05,1
1549,1,1,0.02857142857142857,User_1549,outandin,0.0,0.280071947479705,1.346326530126347e-05,1
1159,1,1,0.02857142857142857,User_1159,outandin,0.0,0.2554201379215892,2.2228837586638795e-06,1
1030,1,1,0.02857142857142857,User_1030,outandin,0.0,0.2559207163398578,7.889930310838531e-06,1
756,1,1,0.02857142857142857,User_756,outandin,0.0,0.2863674243693256,6.040552259933956e-05,1
1172,1,1,0.02857142857142857,User_1172,outandin,0.0,0.2549215139334552,1.33128311331323e-05,1
1530,1,1,0.02857142857142857,User_1530,incoming,0.0,0.2232515381320629,1.14584838446067e-07,1
