community,density
0,0.017045454545454544
1,0.01616161616161616
2,0.006666666666666667
3,0.0
4,0.0
5,0.041666666666666664
6,0.016939890710382512
7,0.02418207681365576
8,0.0
9,0.010582010582010581
10,0.0
11,0.008333333333333333
12,0.06666666666666667
13,0.0
14,0.017948717948717947
15,0.029411764705882353
16,0.010526315789473684
17,0.0
18,0.0
19,0.0
20,0.09523809523809523
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.01818181818181818
32,0.01818181818181818
33,0.0
34,0.012025316455696202
35,0.0
36,0.0
37,0.0
38,0.023391812865497075
39,0.009009009009009009
40,0.044444444444444446
41,0.019762845849802372
