,node,x_pos,y_pos
0,0,-0.6226679880112298,0.6273213235669765
1,1,0.8812320575559272,0.5645652291909792
2,2,0.9657671183064465,-0.0010056653385316229
3,3,-0.4747368859807399,0.8227644700681034
4,4,-0.46923145264272786,-0.89957004711777
5,5,-0.7858190123225371,0.41124897272698785
6,6,0.08146533530074672,-0.9894814401304479
7,7,-0.19322432051843808,-0.927317238519824
8,8,0.7681036894936929,-0.7141425172742446
9,9,0.8859081318212619,-0.3978364048697713
10,10,0.8993432692610122,-0.2523016275893413
11,11,-0.9898455930837955,-0.2776306567260416
12,12,-0.8333758262464648,-0.5578511333016399
13,13,0.3061064315038536,0.9711283919613075
14,14,-0.6379818876451733,0.8602105382043462
15,15,0.6377223204510629,-0.6056420687345483
16,16,-0.09929551880541619,0.9222734724508206
17,17,0.7289859625099997,0.5825923890366154
18,18,-0.6672200518475028,-0.5550654015207884
19,19,-0.928064269986934,0.2899472703215089
20,20,-0.9025494623901849,0.5034903118323433
21,21,0.8944825139583165,0.2670712047252628
22,22,0.1973462614178411,0.8942378699507686
23,23,-0.569303974225383,-0.7919943100021041
24,24,-0.961879980063443,-0.12849851351341812
25,25,-0.38914915257474275,0.952542698936318
26,26,0.2309026717316502,-0.983908512355842
27,27,-0.21298931307945806,0.9911205110799424
28,28,0.6136721302911096,-0.8431229022010561
29,29,0.8524805698838169,-0.5460851953637476
30,30,-0.9805946245957412,0.13131393086190848
31,31,0.9917702823273749,-0.15281948492566783
32,32,0.05179674664164216,0.9680967998352683
33,33,0.5991486018347378,0.8811913476071854
34,34,0.44965192934021553,-0.8221661310284776
35,35,0.9761307417571011,0.14691241927452486
36,36,-0.9033915989817458,0.006028365589451709
37,37,0.9229935458664178,0.39519796842749383
38,38,-0.8227506946199789,0.7090924752619646
39,39,-0.32540842688221605,-0.9667076875098678
40,40,-0.7167958291282008,-0.7194640727339323
41,41,0.3896727106979478,-0.9433986832574834
42,42,-0.8944080291099943,-0.4023275585159373
43,43,-0.06797378721775371,-1.0
44,44,0.6779596639229465,0.7331130888850375
45,45,0.44601499408467765,0.8468762027353691
