source,target,weight
0,0,0
0,1,13
0,2,9
0,3,14
0,4,9
0,5,7
0,6,20
0,7,15
0,8,13
0,9,11
0,10,19
1,0,13
1,1,0
1,2,7
1,3,11
1,4,11
1,5,3
1,6,15
1,7,20
1,8,18
1,9,10
1,10,23
2,0,9
2,1,7
2,2,0
2,3,15
2,4,5
2,5,1
2,6,6
2,7,8
2,8,8
2,9,9
2,10,7
3,0,14
3,1,11
3,2,15
3,3,0
3,4,9
3,5,3
3,6,23
3,7,10
3,8,11
3,9,20
3,10,10
4,0,9
4,1,11
4,2,5
4,3,9
4,4,0
4,5,5
4,6,11
4,7,6
4,8,9
4,9,13
4,10,11
5,0,7
5,1,3
5,2,1
5,3,3
5,4,5
5,5,0
5,6,7
5,7,5
5,8,6
5,9,14
5,10,3
6,0,20
6,1,15
6,2,6
6,3,23
6,4,11
6,5,7
6,6,0
6,7,18
6,8,26
6,9,18
6,10,17
7,0,15
7,1,20
7,2,8
7,3,10
7,4,6
7,5,5
7,6,18
7,7,0
7,8,13
7,9,17
7,10,14
8,0,13
8,1,18
8,2,8
8,3,11
8,4,9
8,5,6
8,6,26
8,7,13
8,8,0
8,9,18
8,10,25
9,0,11
9,1,10
9,2,9
9,3,20
9,4,13
9,5,14
9,6,18
9,7,17
9,8,18
9,9,0
9,10,17
10,0,19
10,1,23
10,2,7
10,3,10
10,4,11
10,5,3
10,6,17
10,7,14
10,8,25
10,9,17
10,10,0
