node,centrality,community,density,name,type,betwness,closeness,eign,volatility
2,1,0,0.03840245775729647,User_2,,0.0,0.2860184614870414,0.00191668519434,0
26,1,0,0.03840245775729647,User_26,outgoing,0.0,0.2860184614870414,0.001437513895755,2
243,1,0,0.03840245775729647,User_243,outgoing,0.0,0.2860184614870414,0.000479171298585,1
374,1,0,0.03840245775729647,User_374,outgoing,0.0,0.2860184614870414,0.000479171298585,1
477,1,0,0.03840245775729647,User_477,outgoing,0.0,0.2860184614870414,0.000479171298585,1
545,1,0,0.03840245775729647,User_545,outgoing,0.0,0.2860184614870414,0.000479171298585,2
611,1,0,0.03840245775729647,User_611,outgoing,0.0,0.2860184614870414,0.000479171298585,1
641,1,0,0.03840245775729647,User_641,outgoing,0.0,0.2860184614870414,0.000479171298585,1
754,1,0,0.03840245775729647,User_754,,0.0,0.2860184614870414,0.000479171298585,1
782,1,0,0.03840245775729647,User_782,outgoing,0.0,0.2860184614870414,0.000479171298585,1
790,1,0,0.03840245775729647,User_790,outgoing,0.0,0.2860184614870414,0.00095834259717,1
846,1,0,0.03840245775729647,User_846,,0.0,0.2860184614870414,0.000479171298585,1
1110,1,0,0.03840245775729647,User_1110,outgoing,0.0,0.2860184614870414,0.000479171298585,1
1167,1,0,0.03840245775729647,User_1167,,0.0,0.2860184614870414,0.000479171298585,0
1288,1,0,0.03840245775729647,User_1288,outgoing,0.0,0.2860184614870414,0.000479171298585,1
1371,1,0,0.03840245775729647,User_1371,outgoing,0.0,0.2860184614870414,0.000479171298585,1
1609,1,0,0.03840245775729647,User_1609,outandin,0.0,0.2860184614870414,0.000479171298585,2
1711,1,0,0.03840245775729647,User_1711,outandin,0.0,0.2860184614870414,0.000479171298585,2
1751,1,0,0.03840245775729647,User_1751,outandin,0.0,0.2860184614870414,0.000479171298585,2
1053,1,0,0.03840245775729647,User_1053,outgoing,0.0,0.2762065074051532,0.0004885030013398,1
1081,1,0,0.03840245775729647,User_1081,,0.0,0.2762065074051532,0.0004885030013398,1
1710,1,0,0.03840245775729647,User_1710,outandin,0.0,0.2762065074051532,0.0004885030013398,2
1486,1,0,0.03840245775729647,User_1486,outgoing,0.0,0.2469760641368164,6.785512609027417e-05,1
851,1,0,0.03840245775729647,User_851,outgoing,0.0,0.2359390385600063,0.0001155278687152,1
333,1,0,0.03840245775729647,User_333,outgoing,0.0,0.1904534521788342,6.871705343571606e-07,2
1226,1,0,0.03840245775729647,User_1226,outgoing,0.0,0.2369807120194323,3.169325135601574e-05,1
1626,2,0,0.03840245775729647,User_1626,incoming,0.0,0.2661626344086021,0.0016564153245481,1
740,2,0,0.03840245775729647,User_740,outgoing,0.003470199662452,0.3035407989014219,0.0012552914455843,2
1117,2,0,0.03840245775729647,User_1117,,0.003626693225462,0.3108656251297381,0.0030851163012359,0
1154,2,0,0.03840245775729647,User_1154,outgoing,0.0019042218977218,0.2861879037035622,0.0009640567799636,1
1682,2,0,0.03840245775729647,User_1682,outandin,0.0011956872803976,0.2889265439303905,0.0012646231483392,2
1753,2,0,0.03840245775729647,User_1753,outandin,0.0005875381352906,0.262760501197505,0.0008064385966428,2
1683,2,0,0.03840245775729647,User_1683,outandin,0.0017776319844448,0.277316407262694,0.0005053378862001,2
93,2,0,0.03840245775729647,User_93,,1.0172194915530094e-06,0.2491414035335807,0.0008744123745186,0
162,2,0,0.03840245775729647,User_162,outgoing,5.086097457765047e-06,0.2109542277081279,4.896623945094349e-05,1
1356,2,0,0.03840245775729647,User_1356,outgoing,9.067300791609896e-05,0.2520663613105207,0.0001679872090129,1
314,2,0,0.03840245775729647,User_314,outgoing,0.0019896813254776,0.2359390385600063,8.669721434362804e-05,2
376,2,0,0.03840245775729647,User_376,outgoing,0.000120456830844,0.2617638479824508,0.0003046193527494,1
731,3,0,0.03840245775729647,User_731,outgoing,0.0001345556298296,0.288322996986937,0.0005224980979861,1
1728,3,0,0.03840245775729647,User_1728,incoming,0.0001928244543937,0.2929564472114087,0.0006813909339127,2
1692,3,0,0.03840245775729647,User_1692,outandin,0.0038988658313136,0.3134881125578279,0.0024140337573673,2
132,3,0,0.03840245775729647,User_132,,0.0033667827137466,0.2383840026901618,8.40443362473082e-05,0
161,4,0,0.03840245775729647,User_161,,2.7808290403980847e-05,0.2644868225850604,0.0020031269166672,1
219,4,0,0.03840245775729647,User_219,outgoing,1.8397141090087283e-05,0.2864424437898683,0.0044491498565823,1
443,4,0,0.03840245775729647,User_443,,0.0024697965875055,0.2864424437898683,0.0015989687088747,0
1488,4,0,0.03840245775729647,User_1488,,0.0,0.3096699881100083,0.0201726735681861,0
1535,4,0,0.03840245775729647,User_1535,,0.0003807994300724,0.274324350625561,0.0038247804363604,0
824,5,0,0.03840245775729647,User_824,outgoing,0.0039453183467191,0.2989388499081763,0.00112962755186,2
1577,5,0,0.03840245775729647,User_1577,outandin,0.0,0.3140995978228952,0.0252638980273736,2
211,5,0,0.03840245775729647,User_211,,1.3065999160967728e-05,0.272775370667201,0.0098429799974866,0
1673,5,0,0.03840245775729647,User_1673,incoming,0.002042483499896,0.3131832618811104,0.0036233357675738,1
1510,6,0,0.03840245775729647,User_1510,outgoing,0.013569003627735,0.324435984856691,0.0040706429883864,1
36,7,0,0.03840245775729647,User_36,,0.0019745808873336,0.3225944450428133,0.0236455224135031,0
312,8,0,0.03840245775729647,User_312,,0.0074310776624071,0.3099680342968322,0.0048578935431446,0
1742,8,0,0.03840245775729647,User_1742,incoming,0.0076384809964925,0.324435984856691,0.0111860239943814,2
135,9,0,0.03840245775729647,User_135,outgoing,0.009744992032495,0.3293014188490885,0.0085603789012774,1
1,10,0,0.03840245775729647,User_1,,0.0005491766942587,0.3100675105594435,0.0209679799695164,0
518,10,0,0.03840245775729647,User_518,,0.000726306835295,0.3298635585193669,0.0314618510582421,1
1487,12,0,0.03840245775729647,User_1487,,0.0040354857937598,0.3117684294621574,0.0039984624726029,0
8,14,0,0.03840245775729647,User_8,,0.0017353593839412,0.3284059697155764,0.0313221117261266,0
644,19,0,0.03840245775729647,User_644,,0.005996201828474,0.3097692731334485,0.0054677253888323,1
32,49,0,0.03840245775729647,User_32,,0.0442295226488367,0.3834009376600102,0.0616259223993166,0
3,114,0,0.03840245775729647,User_3,,0.2611133087140452,0.4025709845430107,0.0604527470990968,0
344,1,1,0.0659536541889483,User_344,,0.0,0.260423278410573,0.0001228241062478,1
1691,1,1,0.0659536541889483,User_1691,outandin,0.0,0.260423278410573,0.0001228241062478,2
1610,1,1,0.0659536541889483,User_1610,outandin,0.0,0.2191856540161583,1.843067991862013e-05,2
828,1,1,0.0659536541889483,User_828,outgoing,0.0,0.2374466362504856,4.5348531855161136e-05,2
1442,1,1,0.0659536541889483,User_1442,outgoing,0.0,0.180154831792509,2.64194117294772e-07,1
1663,1,1,0.0659536541889483,User_1663,outandin,0.0,0.2209399412081467,2.4310153018206127e-05,2
1335,2,1,0.0659536541889483,User_1335,outgoing,0.0005389106845471,0.2870381351465317,0.0005008176912474,1
964,2,1,0.0659536541889483,User_964,outgoing,0.0,0.2677855773013375,0.0004211395044088,1
1507,2,1,0.0659536541889483,User_1507,outgoing,8.959762490022738e-05,0.2629750579486189,0.0002468338076753,1
1555,2,1,0.0659536541889483,User_1555,outgoing,1.57124449139683e-05,0.2446000918742344,0.0001785937138656,1
324,2,1,0.0659536541889483,User_324,outgoing,0.0,0.2034899669130636,2.824972772243475e-06,1
1537,2,1,0.0659536541889483,User_1537,outgoing,0.0,0.2034899669130636,2.824972772243475e-06,1
1653,2,1,0.0659536541889483,User_1653,outandin,0.0,0.2711676572840937,0.0019490781526432,2
1621,3,1,0.0659536541889483,User_1621,outandin,0.0020602334031788,0.2845862630053684,0.0010223465169572,2
1689,3,1,0.0659536541889483,User_1689,outandin,0.0017325220747765,0.2859338155972849,0.0006147903334471,2
