community,density
0,0.020689655172413793
1,0.017718715393133997
2,0.01
3,0.011695906432748537
4,0.0
5,0.014705882352941176
6,0.018118059614260665
7,0.008534850640113799
8,0.0
9,0.018461538461538463
10,0.0
11,0.0196078431372549
12,0.16666666666666666
13,0.0
14,0.009009009009009009
15,0.013071895424836602
16,0.023391812865497075
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.008658008658008658
35,0.0
36,0.0
37,0.0
38,0.017543859649122806
39,0.008403361344537815
40,0.022222222222222223
41,0.01904761904761905
