node,x_pos,y_pos
0,0.05383883877051875,0.04693921288169348
1,0.9109177336432643,0.3307732740104737
2,-0.010497450280473856,0.04553795010264332
3,-0.9301289508969496,0.3711592924562483
4,0.5470380916256047,0.7753152472836344
5,0.0152605735999026,0.15828383392937692
6,0.7830484128873385,-0.6770428100594861
7,-0.048249820221364544,0.02033205900920015
8,-0.894085586008978,0.007205592248127525
9,-0.037493267756914084,-0.010797254433593159
10,-0.012198701724157874,-0.0032107051110931203
11,-0.0206136525499269,0.023104046851619122
12,-0.01800316822006684,0.008797821375141061
13,0.004409053586026978,-0.007585130743641196
14,0.27626791836481734,-1.0
15,0.01292426741973955,0.011027204227607454
16,-0.0016969673806573337,0.020280598508704988
17,0.010752172843861972,0.03829640909585921
18,-0.3317947962572646,-0.9602042537572408
19,0.9087871434417537,-0.2891814231859616
20,-0.8732861663185296,-0.3906406494455304
21,-0.7401120256253048,0.7443390183394331
22,-0.3541253813840952,0.8544325601881778
23,0.8087982768339065,-0.0077621102737812555
24,-0.05975654839205147,-0.10939978349761396
