community,density
0,0.029556650246305417
1,0.026262626262626262
2,0.0
3,0.013071895424836602
4,0.0
5,0.03333333333333333
6,0.015335801163405606
7,0.010084033613445379
8,0.005847953216374269
9,0.005291005291005291
10,0.0
11,0.010526315789473684
12,0.0
13,0.0
14,0.016666666666666666
15,0.013071895424836602
16,0.010526315789473684
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.03571428571428571
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.022222222222222223
33,0.0
34,0.008771929824561403
35,0.0
36,0.0
37,0.0
38,0.015789473684210527
39,0.007936507936507936
40,0.05454545454545454
41,0.017316017316017316
