community,density
0,0.018145161290322582
1,0.02318840579710145
2,0.0026455026455026454
3,0.025
4,0.0
5,0.02631578947368421
6,0.018433179723502304
7,0.032388663967611336
8,0.0
9,0.013227513227513227
10,0.0
11,0.006535947712418301
12,0.0
13,0.0
14,0.013289036544850499
15,0.0196078431372549
16,0.02631578947368421
17,0.0
18,0.0
19,0.0
20,0.07142857142857142
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.009523809523809525
31,0.0
32,0.01818181818181818
33,0.0
34,0.010613884107860011
35,0.0
36,0.0
37,0.0
38,0.011695906432748537
39,0.010256410256410256
40,0.030303030303030304
41,0.008658008658008658
