community,density
42,0.23790322580645162
3,0.14855072463768115
16,0.06655974338412189
4,0.0
5,0.11152882205513784
36,0.07026307026307026
7,1.0
8,0.1858974358974359
9,0.17980295566502463
10,0.3333333333333333
122,0.12903225806451613
13,0.157487922705314
15,0.17647058823529413
17,0.24367816091954023
18,0.1349527665317139
19,1.0
20,0.6666666666666666
21,0.12258064516129032
22,0.34545454545454546
23,1.0
25,0.09011776753712238
27,1.0
28,0.4175824175824176
29,1.0
31,1.0
32,0.5238095238095238
33,0.16097560975609757
35,0.4338235294117647
37,0.1657754010695187
40,0.2086021505376344
41,0.6
43,0.0
44,0.2056451612903226
46,1.0
47,1.0
48,1.0
49,1.0
51,0.31333333333333335
52,0.6785714285714286
53,0.6190476190476191
54,1.0
55,0.7
56,1.0
58,1.0
59,1.0
60,1.0
61,0.6909090909090909
62,1.0
63,1.0
64,1.0
65,0.5238095238095238
66,1.0
67,1.0
68,0.5714285714285714
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,0.0
75,0.0
76,1.0
77,0.0
78,1.0
79,0.35
80,0.5333333333333333
81,1.0
82,1.0
83,0.43956043956043955
84,1.0
85,0.5714285714285714
86,0.5111111111111111
87,0.45454545454545453
88,1.0
89,1.0
91,1.0
92,1.0
93,1.0
94,1.0
95,0.38181818181818183
96,0.8095238095238095
97,1.0
98,0.5128205128205128
99,1.0
100,1.0
101,1.0
102,1.0
103,1.0
104,0.0
106,1.0
107,1.0
108,1.0
109,1.0
110,1.0
111,1.0
112,1.0
113,1.0
114,0.0
115,1.0
116,1.0
117,0.4666666666666667
118,0.7
119,1.0
120,1.0
121,1.0
123,1.0
124,0.6
125,1.0
126,0.6
127,0.6666666666666666
128,1.0
129,1.0
130,1.0
131,1.0
132,1.0
133,1.0
134,0.6428571428571429
135,1.0
136,0.0
137,1.0
138,1.0
139,1.0
140,1.0
141,0.0
142,0.0
143,0.0
144,0.6428571428571429
145,1.0
146,1.0
147,1.0
148,1.0
149,1.0
150,1.0
151,1.0
152,1.0
153,0.4444444444444444
154,1.0
155,1.0
156,1.0
157,1.0
158,1.0
159,0.6666666666666666
160,0.0
161,0.0
162,1.0
163,1.0
164,0.0
165,1.0
166,1.0
167,1.0
168,1.0
169,0.42857142857142855
170,1.0
171,1.0
0,1.0
1,0.0
2,1.0
34,1.0
90,1.0
6,1.0
38,1.0
39,1.0
105,0.0
11,1.0
12,1.0
45,1.0
14,1.0
50,1.0
24,0.0
57,1.0
26,1.0
30,1.0
