community,density
0,0.018145161290322582
1,0.012181616832779624
2,0.006153846153846154
3,0.03676470588235294
4,0.0
5,0.026143790849673203
6,0.01639344262295082
7,0.012698412698412698
8,0.007352941176470588
9,0.009230769230769232
10,0.0
11,0.007352941176470588
12,0.0
13,0.0
14,0.018893387314439947
15,0.015789473684210527
16,0.011695906432748537
17,0.0
18,0.0
19,0.0
20,0.03571428571428571
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.047619047619047616
30,0.0
31,0.0
32,0.01818181818181818
33,0.0
34,0.012345679012345678
35,0.0
36,0.0
37,0.0
38,0.010526315789473684
39,0.006747638326585695
40,0.05454545454545454
41,0.010526315789473684
