community,density
0,0.024630541871921183
1,0.017391304347826087
2,0.010869565217391304
3,0.022058823529411766
4,0.0
5,0.014705882352941176
6,0.014124293785310734
7,0.007936507936507936
8,0.0
9,0.014778325123152709
10,0.0
11,0.029239766081871343
12,0.0
13,0.0
14,0.015384615384615385
15,0.013071895424836602
16,0.023391812865497075
17,0.0
18,0.0
19,0.0
20,0.027777777777777776
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.01141352063213345
35,0.0
36,0.0
37,0.0
38,0.013071895424836602
39,0.008403361344537815
40,0.0
41,0.015789473684210527
