source,target,weight
0,1,12
0,12,2
0,3,13
0,4,19
1,14,53
1,4,8
0,7,10
0,5,23
0,14,15
0,11,4
0,8,3
3,12,20
5,12,35
12,14,26
1,3,43
3,4,40
3,14,59
3,9,10
3,5,61
4,12,13
4,14,38
4,7,29
4,5,66
5,9,26
1,5,36
5,14,55
5,7,57
5,11,55
4,13,10
4,9,10
5,13,21
1,9,20
1,7,40
1,10,18
4,11,5
5,8,6
5,10,15
1,11,59
7,14,44
8,14,11
9,14,12
10,14,21
11,14,34
1,12,6
7,12,6
9,12,8
11,12,14
7,9,14
8,9,3
7,8,4
8,12,2
8,11,5
8,10,2
1,8,4
0,9,1
3,13,7
10,11,10
13,14,9
7,11,24
3,11,25
3,10,11
3,8,6
3,7,41
9,13,6
7,13,14
12,13,7
11,13,9
9,11,15
9,10,7
7,10,13
4,10,8
1,13,6
10,13,2
4,8,4
0,13,1
