node,centrality,community,density,eign,betwness,closeness,volatility,name,type
159,1,0,0.1052631578947368,4.503895469194596e-06,0.0,0.2441478406123805,0.2857142857142857,User_159,outandin
183,1,0,0.1052631578947368,0.0001126965315183,0.0,0.2719511534223314,0.42857142857142855,User_183,incoming
208,1,0,0.1052631578947368,0.0004893540402685,0.0,0.2821945129677811,0.14285714285714285,User_208,outandin
255,1,0,0.1052631578947368,9.007790938389192e-06,0.0,0.2441478406123805,0.2857142857142857,User_255,outandin
362,1,0,0.1052631578947368,0.0008671140478465,0.0,0.2638752559104804,0.42857142857142855,User_362,outandin
397,1,0,0.1052631578947368,4.503895469194596e-06,0.0,0.2441478406123805,0.14285714285714285,User_397,outandin
100,2,0,0.1052631578947368,0.0003267831911925,8.039941585103751e-05,0.2840828033891268,0.21428571428571427,User_100,outgoing
115,2,0,0.1052631578947368,0.0004675460634189,0.0004484791044392,0.301571721040549,0.14285714285714285,User_115,incoming
123,2,0,0.1052631578947368,0.0002150685988415,0.0020507578668039,0.2664514439040276,0.42857142857142855,User_123,outandin
146,2,0,0.1052631578947368,0.0005456720617873,0.0017355418474494,0.2788988106265515,0.7142857142857143,User_146,outandin
406,2,0,0.1052631578947368,4.772856200600826e-05,0.0023342759893048,0.2557505827030626,0.14285714285714285,User_406,outandin
414,2,0,0.1052631578947368,0.0005376717318691,0.0,0.2859965348490835,0.14285714285714285,User_414,incoming
417,2,0,0.1052631578947368,0.0009860943200088,0.0002764489823177,0.3137039167145941,0.14285714285714285,User_417,outandin
27,5,0,0.1052631578947368,0.0008205304153649,3.5768470689228626e-06,0.3044552753453192,0.21428571428571427,User_27,
190,6,0,0.1052631578947368,0.0048729255410137,0.006055089839157,0.3614866325055588,0.42857142857142855,User_190,outandin
1,10,0,0.1052631578947368,0.0004006683421887,0.0241055254196046,0.3243560021717959,0.2857142857142857,User_1,
184,10,0,0.1052631578947368,0.0100260747171612,0.0175049607772431,0.3753353345367147,0.14285714285714285,User_184,incoming
277,17,0,0.1052631578947368,0.025712403749336,0.0249641025756124,0.3601238176799016,0.6428571428571429,User_277,incoming
101,21,0,0.1052631578947368,0.0145122946529529,0.0283827913128536,0.3951306831006986,0.21428571428571427,User_101,
273,1,1,0.1581027667984189,0.0002347068685105,0.0,0.2385089703860022,0.2857142857142857,User_273,incoming
355,1,1,0.1581027667984189,0.0247581174850169,0.0,0.2685111528871227,0.14285714285714285,User_355,incoming
390,1,1,0.1581027667984189,0.0023579159509539,0.0,0.2685111528871227,0.2857142857142857,User_390,outandin
421,1,1,0.1581027667984189,0.0057120523395552,0.0,0.2495698044143537,0.2857142857142857,User_421,outandin
352,3,1,0.1581027667984189,0.0187453650709073,4.246007655935195e-05,0.2943693147599195,0.14285714285714285,User_352,incoming
30,4,1,0.1581027667984189,0.0007559631176681,0.0,0.2985088832487309,0.21428571428571427,User_30,
131,4,1,0.1581027667984189,0.0017751026438783,4.804314624495652e-06,0.2859965348490835,0.5,User_131,incoming
358,4,1,0.1581027667984189,0.0062470413794189,7.451764726922629e-06,0.3218966896026753,0.2857142857142857,User_358,incoming
60,5,1,0.1581027667984189,0.0385625019747368,0.0004661281342088,0.3316765369430344,0.07142857142857142,User_60,
272,5,1,0.1581027667984189,0.0104399650074481,0.0055983490478218,0.3144784942867289,0.2857142857142857,User_272,incoming
332,6,1,0.1581027667984189,0.156062430577049,0.0035566156803458,0.3111493245589378,0.14285714285714285,User_332,incoming
373,6,1,0.1581027667984189,0.0225063578830905,0.002034139575686,0.3240808910588427,0.2857142857142857,User_373,incoming
393,6,1,0.1581027667984189,0.0197688444299405,0.0034847234989633,0.3331223806088715,0.7857142857142857,User_393,incoming
317,8,1,0.1581027667984189,0.1640393114550699,9.687294144999418e-06,0.3285394415807185,0.5714285714285714,User_317,incoming
337,8,1,0.1581027667984189,0.1039626387733769,0.0047322835028309,0.341153009427121,0.14285714285714285,User_337,incoming
315,9,1,0.1581027667984189,0.0146674185087027,0.0233341728065213,0.3567613170479697,0.14285714285714285,User_315,incoming
316,13,1,0.1581027667984189,0.1048801147762375,0.0145358501541587,0.3688140642455363,0.42857142857142855,User_316,incoming
281,15,1,0.1581027667984189,0.632114533323108,0.0020277532039531,0.3448478073631548,0.5714285714285714,User_281,incoming
323,16,1,0.1581027667984189,0.508234097819752,0.0153564368620369,0.3339959532852933,0.5714285714285714,User_323,incoming
88,17,1,0.1581027667984189,0.0707806521954159,0.0185019157365875,0.3988427667623962,0.07142857142857142,User_88,
311,17,1,0.1581027667984189,0.0518589126297841,0.0078160027819175,0.3879100208714473,0.5,User_311,incoming
308,21,1,0.1581027667984189,0.2972977529464908,0.00638044129211,0.395539721074923,0.5714285714285714,User_308,incoming
263,27,1,0.1581027667984189,0.2472553724277993,0.0544577995268861,0.402201442693027,0.42857142857142855,User_263,incoming
229,1,2,1.0,3.190860368380267e-107,0.0,0.0025380710659898,0.14285714285714285,User_229,outandin
230,1,2,1.0,3.190860368380267e-107,0.0,0.0025380710659898,0.14285714285714285,User_230,outandin
22,1,3,0.056910569105691,0.0009621006425189,0.0,0.3003862976087858,0.07142857142857142,User_22,outgoing
148,1,3,0.056910569105691,0.0009621006425189,0.0,0.3003862976087858,0.14285714285714285,User_148,incoming
150,1,3,0.056910569105691,0.0009621006425189,0.0,0.3003862976087858,0.14285714285714285,User_150,outandin
151,1,3,0.056910569105691,0.0009621006425189,0.0,0.3003862976087858,0.2857142857142857,User_151,outandin
152,1,3,0.056910569105691,0.0009621006425189,0.0,0.3003862976087858,0.7142857142857143,User_152,outandin
153,1,3,0.056910569105691,0.0009621006425189,0.0,0.3003862976087858,0.14285714285714285,User_153,outandin
178,1,3,0.056910569105691,4.917514435352736e-05,0.0,0.2455600067855884,0.14285714285714285,User_178,outandin
206,1,3,0.056910569105691,3.850525722953506e-05,0.0,0.2540501134031753,0.2857142857142857,User_206,outandin
207,1,3,0.056910569105691,3.850525722953506e-05,0.0,0.2540501134031753,0.14285714285714285,User_207,outandin
244,1,3,0.056910569105691,0.0009621006425189,0.0,0.3003862976087858,0.42857142857142855,User_244,incoming
312,1,3,0.056910569105691,3.850525722953506e-05,0.0,0.2540501134031753,0.5,User_312,outandin
330,1,3,0.056910569105691,0.0009621006425189,0.0,0.3003862976087858,0.14285714285714285,User_330,outandin
351,1,3,0.056910569105691,0.0001802631208918,0.0,0.2819862513345945,0.14285714285714285,User_351,incoming
366,1,3,0.056910569105691,0.0009621006425189,0.0,0.3003862976087858,0.5714285714285714,User_366,outandin
395,1,3,0.056910569105691,0.0019506952234531,0.0,0.2821945129677811,0.5714285714285714,User_395,incoming
83,2,3,0.056910569105691,0.0002388553210133,0.0002776344758888,0.2692680553617869,0.35714285714285715,User_83,
165,2,3,0.056910569105691,0.0017315242186199,0.0007049691125888,0.3257385938264072,0.2857142857142857,User_165,outandin
179,2,3,0.056910569105691,0.0008046919574646,0.0005696127586791,0.3018099293510076,0.14285714285714285,User_179,outandin
182,2,3,0.056910569105691,0.0001168309122378,0.0002868515432935,0.2729224075416969,0.42857142857142855,User_182,incoming
249,2,3,0.056910569105691,0.0033889589860051,0.0,0.2955076338425179,0.42857142857142855,User_249,incoming
262,2,3,0.056910569105691,0.0011726653458912,0.0020352172231613,0.3124213986577069,0.14285714285714285,User_262,outandin
309,2,3,0.056910569105691,0.0011511989590167,0.0,0.2896826160412248,0.2857142857142857,User_309,incoming
424,2,3,0.056910569105691,0.0003694702897632,0.0006545126448974,0.2735084971785079,0.14285714285714285,User_424,incoming
157,3,3,0.056910569105691,0.002039297265104,0.0017884767020508,0.3342881632181764,0.14285714285714285,User_157,incoming
367,3,3,0.056910569105691,0.0118585244695338,0.0005212765837687,0.2778846331333641,0.7142857142857143,User_367,incoming
394,3,3,0.056910569105691,0.0011915257230657,0.0004232482616159,0.2945962764521015,0.5714285714285714,User_394,incoming
239,4,3,0.056910569105691,0.0071755628033939,9.78389109516323e-06,0.3139616849288213,0.2857142857142857,User_239,incoming
282,4,3,0.056910569105691,0.0038903374928304,0.0005118295941899,0.3243560021717959,0.2857142857142857,User_282,incoming
340,4,3,0.056910569105691,0.0119602039040606,0.001568036497342,0.2999147335623042,0.14285714285714285,User_340,incoming
398,5,3,0.056910569105691,0.0136359860341872,4.031534806358783e-05,0.3131896479986685,0.5714285714285714,User_398,incoming
236,6,3,0.056910569105691,0.002243431787529,0.0021408485373439,0.3142198771039273,0.14285714285714285,User_236,incoming
86,7,3,0.056910569105691,0.003337619944643,0.0080691440035749,0.3580987540378403,0.21428571428571427,User_86,outgoing
164,8,3,0.056910569105691,0.0043748026309279,0.0171181158922549,0.3268531826846669,0.14285714285714285,User_164,incoming
405,9,3,0.056910569105691,0.030624793995841,0.0056819116027915,0.3508644357744496,0.2857142857142857,User_405,incoming
288,10,3,0.056910569105691,0.0262689094426532,0.0015141155040007,0.3547737888192902,0.2857142857142857,User_288,incoming
209,11,3,0.056910569105691,0.0053753278433946,0.0083562660292984,0.3698851602694826,0.2857142857142857,User_209,incoming
38,12,3,0.056910569105691,0.0073224931026148,0.0106942336636806,0.3319647007457651,0.21428571428571427,User_38,
299,12,3,0.056910569105691,0.0160374130290925,0.014305516230038,0.3947224902462558,0.2857142857142857,User_299,incoming
368,16,3,0.056910569105691,0.012379018181568,0.0047446020994931,0.3608039382043206,0.14285714285714285,User_368,incoming
194,20,3,0.056910569105691,0.0034258718528959,0.0493253474512392,0.3420692663906675,0.7142857142857143,User_194,incoming
8,21,3,0.056910569105691,0.0433858092516544,0.0701706679778482,0.3951306831006986,0.2857142857142857,User_8,
9,60,3,0.056910569105691,0.0855898743342506,0.1299403782913518,0.431741661647882,0.42857142857142855,User_9,
162,1,4,0.0739495798319327,0.0001218427487038,0.0,0.2325571336326084,0.42857142857142855,User_162,incoming
213,1,4,0.0739495798319327,6.857050395082679e-05,0.0,0.2653412295544275,0.14285714285714285,User_213,outandin
246,1,4,0.0739495798319327,6.857050395082679e-05,0.0,0.2653412295544275,0.14285714285714285,User_246,outandin
257,1,4,0.0739495798319327,0.0002105647033723,0.0,0.2538813093411133,0.5714285714285714,User_257,incoming
287,1,4,0.0739495798319327,9.739383339965822e-05,0.0,0.2758782458905239,0.14285714285714285,User_287,outandin
342,1,4,0.0739495798319327,9.739383339965822e-05,0.0,0.2758782458905239,0.6428571428571429,User_342,incoming
415,1,4,0.0739495798319327,6.731029006830273e-05,0.0,0.2207344717263868,0.6428571428571429,User_415,incoming
93,2,4,0.0739495798319327,0.0004765887920619,0.001077612565666,0.3108961517968882,0.7142857142857143,User_93,
