node,x_pos,y_pos
0,0.007967196313159411,-0.06346146182676017
1,0.0009002630861531585,-0.08533796973917393
2,-0.053266912982050156,-0.07535351960273282
3,-0.022290433198382947,-0.08586745808545587
4,-0.01679398540756263,-0.05937800347449113
5,-0.04215941969822407,-0.056976319259828184
6,-0.03891851660479979,-0.013920457320958785
7,0.010187032315603263,-0.15345351490339149
8,-0.06921817025397585,-0.03843706655900865
9,-0.01440187379180406,-0.03247015156325119
10,-0.045834189576374654,-0.09381506830702588
11,-0.022313784217215523,-0.11137643502094546
12,0.40766207904467283,1.0
13,0.02090369158348976,-0.04546183145027473
14,-0.12242297661268874,-0.08469074288670184
