source,target,weight
0,0,0
0,1,17
0,2,15
0,3,10
0,4,21
0,5,15
0,6,12
0,7,24
0,8,15
0,9,12
0,10,0
1,0,17
1,1,0
1,2,15
1,3,10
1,4,13
1,5,14
1,6,12
1,7,17
1,8,9
1,9,9
1,10,0
2,0,15
2,1,15
2,2,0
2,3,9
2,4,13
2,5,14
2,6,14
2,7,14
2,8,11
2,9,18
2,10,0
3,0,10
3,1,10
3,2,9
3,3,0
3,4,17
3,5,11
3,6,13
3,7,19
3,8,9
3,9,13
3,10,0
4,0,21
4,1,13
4,2,13
4,3,17
4,4,0
4,5,26
4,6,20
4,7,17
4,8,14
4,9,20
4,10,0
5,0,15
5,1,14
5,2,14
5,3,11
5,4,26
5,5,0
5,6,11
5,7,26
5,8,15
5,9,9
5,10,0
6,0,12
6,1,12
6,2,14
6,3,13
6,4,20
6,5,11
6,6,0
6,7,19
6,8,18
6,9,9
6,10,0
7,0,24
7,1,17
7,2,14
7,3,19
7,4,17
7,5,26
7,6,19
7,7,0
7,8,17
7,9,15
7,10,0
8,0,15
8,1,9
8,2,11
8,3,9
8,4,14
8,5,15
8,6,18
8,7,17
8,8,0
8,9,18
8,10,0
9,0,12
9,1,9
9,2,18
9,3,13
9,4,20
9,5,9
9,6,9
9,7,15
9,8,18
9,9,0
9,10,0
10,0,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,0
10,7,0
10,8,0
10,9,0
10,10,0
