community,density
0,0.023809523809523808
1,0.016156462585034014
2,0.01
3,0.023809523809523808
4,0.0
5,0.0
6,0.018118059614260665
7,0.010796221322537112
8,0.005263157894736842
9,0.010582010582010581
10,0.0
11,0.007905138339920948
12,0.0
13,0.0
14,0.02195121951219512
15,0.0196078431372549
16,0.011695906432748537
17,0.0
18,0.0
19,0.0
20,0.027777777777777776
21,0.06666666666666667
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.027777777777777776
29,0.0
30,0.0
31,0.0
32,0.044444444444444446
33,0.0
34,0.01572112098427888
35,0.0
36,0.0
37,0.0
38,0.004761904761904762
39,0.015873015873015872
40,0.015151515151515152
41,0.009523809523809525
