source,target,weight
0,18,123
0,9,560
0,5,417
0,19,189
0,17,398
0,12,168
0,11,255
0,4,599
0,15,1324
0,14,1242
0,6,541
0,3,1123
0,1,687
0,13,388
0,10,577
0,7,1764
0,16,218
0,8,230
0,2,208
1,19,139
1,18,84
1,17,44
1,12,385
1,11,336
1,5,48
1,3,138
1,15,43
1,6,268
1,4,31
1,14,79
1,7,236
1,9,33
1,13,5
1,16,10
1,8,3
1,10,210
2,18,142
2,15,34
2,12,34
2,14,81
2,4,6
2,3,7
2,9,83
2,19,6
2,10,9
2,7,6
2,5,3
3,18,1094
3,9,6372
3,5,424
3,19,668
3,4,117
3,17,218
3,12,7932
3,11,343
3,15,688
3,6,208
3,7,253
3,10,82
3,14,2051
3,13,45
3,8,258
3,16,30
4,18,538
4,9,381
4,5,81
4,11,1529
4,19,41
4,17,58
4,12,688
4,15,264
4,7,33
4,14,84
4,6,260
4,8,26
4,10,68
4,16,3
4,13,2
5,18,203
5,9,698
5,12,224
5,14,345
5,11,460
5,15,278
5,17,41
5,7,88
5,19,241
5,16,14
5,10,20
5,8,19
5,13,24
5,6,2
6,18,236
6,19,179
6,12,1336
6,11,289
6,14,653
6,7,133
6,10,1242
6,16,57
6,15,101
6,9,388
6,13,193
6,8,14
7,9,142
7,18,687
7,19,162
7,17,159
7,12,184
7,11,315
7,15,759
7,14,449
7,13,57
7,16,124
7,8,24
7,10,179
8,18,715
8,9,937
8,19,99
8,11,121
8,12,122
8,15,65
8,14,421
8,13,19
8,10,24
8,16,12
8,17,2
9,18,10088
9,16,411
9,19,598
9,17,685
9,12,8791
9,11,5239
9,14,3164
9,15,1134
9,13,63
9,10,26
10,18,35
10,19,76
10,12,220
10,11,180
10,15,178
10,14,1780
10,13,122
10,16,18
10,17,11
11,18,5337
11,19,220
11,17,1521
11,12,22412
11,15,498
11,14,675
11,16,57
11,13,125
12,18,2806
12,16,83
12,17,1298
12,19,464
12,15,321
12,14,3066
12,13,145
13,19,13
13,15,75
13,14,888
13,16,2
14,18,162
14,19,233
14,17,75
14,15,2673
14,16,34
15,18,325
15,17,117
15,19,309
15,16,162
16,18,824
16,19,62
16,17,63
17,18,836
17,19,541
18,19,274
