source,target,weight
0,1,17
0,2,33
0,3,39
0,4,74
0,5,14
0,6,4
0,7,27
0,8,15
0,9,36
0,10,38
0,11,8
1,4,21
1,10,23
1,12,2
1,11,16
1,3,9
1,8,3
1,2,12
1,7,16
0,12,14
0,14,2
2,4,90
3,7,53
2,3,40
3,11,17
3,4,74
3,10,50
4,7,207
4,12,43
4,6,36
4,5,11
4,9,66
4,8,23
4,11,70
4,10,176
5,9,2
1,5,1
1,6,3
6,7,18
3,6,10
6,8,4
6,9,12
6,11,5
2,6,12
6,10,27
6,12,1
8,10,11
2,8,12
7,8,6
9,10,40
9,11,8
3,9,14
9,12,5
7,9,25
8,9,15
1,9,6
2,9,24
7,11,52
7,10,106
10,12,15
2,10,57
9,14,12
2,12,6
2,7,42
2,11,20
2,5,3
2,14,6
4,14,13
7,12,13
3,12,4
8,11,4
3,8,2
7,13,1
0,13,2
10,13,1
10,11,31
11,14,2
11,12,7
10,23,2
3,14,3
5,7,5
5,10,4
7,14,3
5,11,2
7,23,1
