community,density
0,0.016129032258064516
1,0.013131313131313131
2,0.008547008547008548
3,0.0196078431372549
4,0.0
5,0.0196078431372549
6,0.010520163646990065
7,0.012802275960170697
8,0.0
9,0.0026455026455026454
10,0.0
11,0.0
12,0.0
13,0.0
14,0.005689900426742532
15,0.017543859649122806
16,0.005847953216374269
17,0.0
18,0.0
19,0.0
20,0.07142857142857142
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.008333333333333333
31,0.01818181818181818
32,0.0
33,0.0
34,0.01087719298245614
35,0.0
36,0.0
37,0.0
38,0.008658008658008658
39,0.005689900426742532
40,0.0
41,0.017316017316017316
