node,centrality,community,density,eign,betwness,closeness,volatility,name,type
3,1,0,0.5,4.967627697605107e-15,0.0,0.0205479452054794,0.6666666666666666,User_3,outgoing
5996,1,0,0.5,1.8392438729161885e-14,0.0,0.0205479452054794,0.3333333333333333,User_5996,outandin
5949,2,0,0.5,2.1043208602283144e-14,0.0007610350076103,0.0308219178082191,0.3333333333333333,User_5949,outgoing
4205,2,0,0.5,1.1367152273777395e-14,0.0007610350076103,0.0308219178082191,0.3333333333333333,User_4205,outgoing
5928,1,1,0.25,0.0005677271155813,0.0,0.0951398010883843,0.3333333333333333,User_5928,outgoing
5832,1,1,0.25,0.0033013705177436,0.0,0.1114204087612629,1.0,User_5832,outandin
5999,1,1,0.25,0.0002060948209791,0.0,0.0817082997582594,0.3333333333333333,User_5999,outandin
3878,2,1,0.25,0.0006346543568844,0.0144596651445966,0.0960166656145445,0.3333333333333333,User_3878,outgoing
3919,2,1,0.25,0.0752230846824729,0.0660197869101978,0.1467296932278603,0.3333333333333333,User_3919,outgoing
96,2,1,0.25,0.0432112586953058,0.0376712328767123,0.1379842148235507,0.0,User_96,outgoing
1396,3,1,0.25,0.0034965981645205,0.0418569254185692,0.1151139029743434,0.0,User_1396,outgoing
3345,4,1,0.25,0.0203331249360143,0.0869482496194825,0.1398363519352762,0.3333333333333333,User_3345,outgoing
5903,1,2,0.2,0.0798197763551244,0.0,0.1262764632627646,0.3333333333333333,User_5903,outgoing
33,1,2,0.2,0.0798197763551244,0.0,0.1262764632627646,0.6666666666666666,User_33,outgoing
2252,1,2,0.2,0.0123142886214223,0.0,0.0901974737591176,0.3333333333333333,User_2252,outgoing
1639,1,2,0.2,0.0144883049777514,0.0,0.1036597832754038,0.3333333333333333,User_1639,outgoing
1128,1,2,0.2,0.0123142886214223,0.0,0.0901974737591176,0.6666666666666666,User_1128,outandin
4608,2,2,0.2,0.0921340649765468,0.0410958904109589,0.1310416128198501,1.0,User_4608,outandin
2067,2,2,0.2,0.0446149277348292,0.0144596651445966,0.1278258677199764,0.3333333333333333,User_2067,outgoing
1316,2,2,0.2,0.1413082858654737,0.0184550989345509,0.1407811921510551,0.0,User_1316,outgoing
13,3,2,0.2,0.0379184874280001,0.0285388127853881,0.1079565618567676,0.0,User_13,outgoing
2045,7,2,0.2,0.245799643407797,0.1082572298325723,0.1640599719555603,0.3333333333333333,User_2045,outgoing
3992,1,3,0.25,6.466941241688014e-13,0.0,0.0516332982086406,0.3333333333333333,User_3992,outgoing
5992,1,3,0.25,6.466941241688014e-13,0.0,0.0516332982086406,0.3333333333333333,User_5992,outandin
5993,1,3,0.25,6.466941241688014e-13,0.0,0.0516332982086406,0.3333333333333333,User_5993,outgoing
5997,1,3,0.25,6.466941241688014e-13,0.0,0.0516332982086406,0.3333333333333333,User_5997,outandin
5998,1,3,0.25,6.466941241688014e-13,0.0,0.0516332982086406,0.3333333333333333,User_5998,outandin
6004,1,3,0.25,6.466941241688014e-13,0.0,0.0516332982086406,0.3333333333333333,User_6004,outandin
6005,1,3,0.25,6.466941241688014e-13,0.0,0.0516332982086406,0.3333333333333333,User_6005,outandin
35,7,3,0.25,1.710991826877426e-12,0.0079908675799086,0.0958904109589041,0.0,User_35,outgoing
1052,1,4,1.0,4.683011658062179e-16,0.0,0.0136986301369863,0.0,User_1052,outgoing
41,1,4,1.0,4.683011658062179e-16,0.0,0.0136986301369863,0.0,User_41,outgoing
1731,1,5,1.0,4.683011658062179e-16,0.0,0.0136986301369863,0.3333333333333333,User_1731,outgoing
2388,1,5,1.0,4.683011658062179e-16,0.0,0.0136986301369863,0.3333333333333333,User_2388,outgoing
5655,1,6,1.0,6.352813936676635e-23,0.0,0.0136986301369863,1.0,User_5655,outandin
1953,1,6,1.0,6.352813936676635e-23,0.0,0.0136986301369863,0.3333333333333333,User_1953,outgoing
4897,1,7,0.5,5.828809650170492e-14,0.0,0.0246575342465753,1.0,User_4897,outandin
3901,1,7,0.5,1.1657619300340984e-13,0.0,0.0246575342465753,1.0,User_3901,outandin
4296,1,7,0.5,5.828809650170492e-14,0.0,0.0246575342465753,1.0,User_4296,outandin
2731,3,7,0.5,1.427760945072824e-13,0.0011415525114155,0.0410958904109589,1.0,User_2731,outgoing
2063,1,8,0.2,0.0002530737149735,0.0,0.0774558231909151,0.3333333333333333,User_2063,outgoing
1565,1,8,0.2,0.0003485940549399,0.0,0.08942324651655,0.3333333333333333,User_1565,outgoing
4291,1,8,0.2,5.812966570035634e-05,0.0,0.0774558231909151,0.3333333333333333,User_4291,outgoing
2124,1,8,0.2,0.0003485940549399,0.0,0.08942324651655,1.0,User_2124,outandin
905,2,8,0.2,0.0003580319026148,0.0144596651445966,0.0901974737591176,0.0,User_905,outgoing
1832,2,8,0.2,0.082183249660948,0.0308219178082191,0.1509827278141751,0.3333333333333333,User_1832,outgoing
5569,2,8,0.2,0.0106101295511586,0.0852359208523592,0.1232876712328767,0.3333333333333333,User_5569,outgoing
215,2,8,0.2,0.0007793654286179,0.0144596651445966,0.0901974737591176,0.0,User_215,outgoing
2125,3,8,0.2,0.0632024552381521,0.0947488584474885,0.1436939064714218,0.3333333333333333,User_2125,outgoing
1018,5,8,0.2,0.0021470543444944,0.0802891933028919,0.1068493150684931,0.0,User_1018,outgoing
5510,1,9,0.6666666666666666,8.361394701484936e-20,0.0,0.0182648401826484,0.3333333333333333,User_5510,outgoing
245,1,9,0.6666666666666666,8.361394701484936e-20,0.0,0.0182648401826484,0.6666666666666666,User_245,outandin
1352,2,9,0.6666666666666666,1.1824797787194534e-19,0.0003805175038051,0.0273972602739726,0.0,User_1352,outgoing
5449,1,10,0.6666666666666666,5.392895382860129e-12,0.0,0.0182648401826484,0.3333333333333333,User_5449,outgoing
3804,1,10,0.6666666666666666,5.392895382860129e-12,0.0,0.0182648401826484,0.3333333333333333,User_3804,outgoing
361,2,10,0.6666666666666666,7.626705790900836e-12,0.0003805175038051,0.0273972602739726,0.0,User_361,outgoing
51,1,11,0.2272727272727272,0.1207568010082249,0.0,0.1120194432169686,0.6666666666666666,User_51,outgoing
5921,1,11,0.2272727272727272,0.1207568010082249,0.0,0.1120194432169686,0.3333333333333333,User_5921,outgoing
3837,1,11,0.2272727272727272,0.1229770190206984,0.0,0.1190606653620352,0.3333333333333333,User_3837,outgoing
3828,1,11,0.2272727272727272,0.1229770190206984,0.0,0.1190606653620352,0.3333333333333333,User_3828,outgoing
3451,1,11,0.2272727272727272,0.1207568010082249,0.0,0.1120194432169686,0.3333333333333333,User_3451,outgoing
481,2,11,0.2272727272727272,0.1334102236750785,0.0159183155758498,0.1379842148235507,0.6666666666666666,User_481,outgoing
4499,3,11,0.2272727272727272,0.3199363751522645,0.0445205479452054,0.1680291648254529,0.3333333333333333,User_4499,outgoing
546,3,11,0.2272727272727272,0.3400069904966046,0.0020294266869609,0.1427097016325764,0.0,User_546,outgoing
5227,4,11,0.2272727272727272,0.2964804828256462,0.0724885844748858,0.1666849315068493,0.3333333333333333,User_5227,outgoing
5983,5,11,0.2272727272727272,0.3718841695134703,0.0422374429223744,0.1407811921510551,0.3333333333333333,User_5983,outgoing
3714,6,11,0.2272727272727272,0.3787190797098393,0.0431887366818873,0.1520847915208479,0.3333333333333333,User_3714,outgoing
1810,7,11,0.2272727272727272,0.4429782345014517,0.1256341958396752,0.1765730206640353,0.3333333333333333,User_1810,outgoing
5688,1,12,1.0,4.683011658062179e-16,0.0,0.0136986301369863,0.3333333333333333,User_5688,outgoing
