community,density
0,0.02564102564102564
1,0.013876040703052728
2,0.0
3,0.014705882352941176
4,0.0
5,0.025
6,0.012994350282485875
7,0.015151515151515152
8,0.0
9,0.007936507936507936
10,0.0
11,0.026143790849673203
12,0.0
13,0.0
14,0.012145748987854251
15,0.029411764705882353
16,0.023391812865497075
17,0.0
18,0.0
19,0.0
20,0.07142857142857142
21,0.1
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.022222222222222223
32,0.0
33,0.0
34,0.010974539069359086
35,0.0
36,0.0
37,0.0
38,0.011695906432748537
39,0.00946969696969697
40,0.01818181818181818
41,0.009523809523809525
