source,target,weight
0,1,4
0,2,10
0,3,32
0,5,32
0,6,1
0,17,7
0,8,3
0,12,18
0,10,5
1,10,20
0,11,3
2,3,35
2,11,8
2,5,26
2,13,2
2,6,2
2,10,16
2,16,1
3,11,18
3,5,89
1,2,2
5,10,65
6,13,4
1,6,4
6,23,5
3,6,8
6,17,6
6,18,4
6,16,4
5,17,7
2,17,7
8,10,9
12,16,8
10,16,7
12,23,11
2,12,4
3,12,25
12,13,18
1,12,4
11,12,5
10,12,24
12,18,11
8,18,1
1,11,4
10,11,9
1,5,18
5,16,20
5,12,33
5,23,41
0,18,5
10,13,12
10,17,15
10,24,25
0,13,5
13,17,15
5,13,54
3,10,62
10,18,18
12,24,4
3,24,22
18,24,5
6,12,8
5,6,1
10,23,17
8,12,1
11,13,2
1,13,7
13,24,6
3,13,25
3,8,16
8,17,7
3,16,21
16,18,5
16,24,6
16,17,5
0,16,4
5,8,18
5,18,19
5,24,16
2,8,1
3,17,42
3,23,26
1,3,5
3,18,25
5,11,7
13,16,9
13,18,2
2,23,3
2,24,1
11,17,5
8,24,3
8,23,3
1,17,4
17,18,7
1,24,2
1,16,2
17,24,2
17,23,5
18,23,1
23,24,6
5,7,1
13,23,3
11,24,4
12,17,4
16,23,5
1,18,1
11,23,1
11,16,1
11,18,1
2,18,1
