node,x_pos,y_pos
0,0.08198521447766852,0.056875558563828504
1,0.0815394319021512,0.0434371379297365
2,-0.552483916584872,-0.91273101880025
3,0.09492569290395962,0.11330487698378194
4,0.09675483387076991,0.056111688725751195
5,-0.7759926796534167,0.9333876469868829
6,0.9999999999999999,-0.5809377144716082
7,-0.9468415765423863,-0.3969449212025227
8,0.07878775343077636,0.06373307626608195
9,0.09067349290632444,0.05028641308686771
10,0.08222645526705832,0.07366132199035165
11,0.10552690739773564,0.041040600236442126
12,0.06657300647376789,0.05324291355923818
13,0.07857797568493549,0.08838729443237543
14,0.10822536456351325,0.06695547615610987
15,0.05677560125807897,0.030844195941155023
16,0.06112382995332271,0.07342693524541596
17,0.09308583367891748,0.06585004722874224
18,0.09853677901169518,0.08006847114161968
