community,density
0,0.025806451612903226
1,0.018357487922705314
2,0.0
3,0.0196078431372549
4,0.0
5,0.026143790849673203
6,0.017451084082496033
7,0.01349527665317139
8,0.0
9,0.014245014245014245
10,0.0
11,0.017543859649122806
12,0.0
13,0.0
14,0.013289036544850499
15,0.016666666666666666
16,0.017543859649122806
17,0.0
18,0.0
19,0.0
20,0.09523809523809523
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.027777777777777776
29,0.0
30,0.009523809523809525
31,0.0
32,0.0
33,0.0
34,0.009087958455047063
35,0.0
36,0.0
37,0.0
38,0.011695906432748537
39,0.0106951871657754
40,0.03636363636363636
41,0.019762845849802372
