,node,x_pos,y_pos
0,0,0.8546550391570139,0.515375206713954
1,1,-0.8739188978322021,0.14430715514423625
2,2,-0.6786393506693087,-0.7317719267465861
3,3,-0.38157049087435285,-0.9166942497251751
4,4,0.8710001908031261,-0.35072289779392757
5,5,0.3181128085842319,0.8979681851266547
6,6,-1.0,-0.023405433743367378
7,7,0.9463244164363864,0.10930544485609375
8,8,0.05586893141866538,-0.8967360823425776
9,9,0.5804536845668252,0.7470632826062994
10,10,0.9686277071052369,-0.05000810986281952
11,11,0.003576978590168518,0.9021949029221055
12,12,-0.2837624165676182,0.868674599556931
13,13,0.15847051237639087,0.9526536255761398
14,14,-0.7815336983701714,-0.41968135972334153
15,15,-0.1414121726467968,0.9823487386875852
16,16,-0.8695790027425296,0.43154893740402506
17,17,0.7040552077117305,0.631710897818466
18,18,0.21303720270995108,-0.9496135560797585
19,19,0.7614644384209848,-0.6553467908801943
20,20,-0.9320221508626775,-0.3454022130380595
21,21,0.7915131649192216,0.3752906712262605
22,22,0.951641042176777,-0.2123573401235865
23,23,0.48782973718449973,0.8877619519739076
24,24,0.6116342760489595,-0.7320128416859453
25,25,0.3865194574088232,-0.8451244217928707
26,26,0.9363931512055873,0.2809637632388684
27,27,-0.7947112220014476,0.6039754934453714
28,28,-0.2296156451671402,-0.8710227902657943
29,29,-0.07435537114332877,-0.9866094680553235
30,30,-0.6512521907386936,0.8120900559407879
31,31,0.46151116583195273,-0.9011639923532206
32,32,-0.4495915204782113,0.8895588514762509
33,33,-0.7743882942370311,-0.5784401289700052
34,34,-0.91188171770588,-0.16446223840841842
35,35,-0.5979056157144368,0.6507207120423204
36,36,-0.9642819391913227,0.24237499831121026
37,37,-0.5161601936438739,-0.7892862842690738
38,38,0.843892777930492,-0.5060253482074245
