source,target,weight
1,18,15
1,23,20
1,19,33
1,11,68
0,1,410
1,7,369
1,6,624
1,39,323
1,2,143
1,31,203
1,4,7
1,16,60
1,41,168
1,30,252
1,22,4
1,34,567
1,10,5
1,12,9
1,26,22
3,18,12
18,30,10
18,26,5
7,18,3
9,18,15
18,39,11
18,38,15
6,18,65
12,18,6
14,18,34
13,18,51
0,18,22
15,18,15
11,18,3
2,18,9
5,18,2
23,34,73
0,23,40
2,23,29
20,23,1
23,29,8
6,23,42
11,23,33
23,30,7
7,23,13
14,19,57
3,19,2
19,30,22
9,19,31
6,19,35
12,19,3
5,19,18
19,34,21
3,11,18
11,14,67
11,30,110
11,31,4
5,11,23
11,40,119
11,16,70
11,34,49
0,11,165
7,11,421
9,11,91
11,41,25
11,39,119
2,11,116
11,15,111
11,38,82
6,11,141
11,20,66
11,28,10
8,11,12
11,37,18
11,32,3
0,39,116
0,34,313
0,2,163
0,40,48
0,12,70
0,5,251
0,7,664
0,6,478
0,19,38
0,4,35
0,25,2
0,16,162
0,41,78
0,28,51
0,38,31
0,8,90
0,30,166
0,14,123
0,10,22
0,26,26
7,34,403
3,7,72
7,39,90
7,14,192
6,7,564
7,9,138
7,31,18
7,20,77
2,7,51
7,24,2
7,38,34
7,29,48
7,28,212
7,8,443
7,22,4
5,7,224
7,16,131
7,12,6
7,15,280
1,14,283
1,9,285
1,5,178
3,6,208
2,6,286
6,39,346
6,34,1017
6,20,50
6,30,178
6,22,24
5,6,212
6,15,176
2,39,125
2,19,20
2,4,4
2,41,51
2,9,90
2,30,142
2,10,13
2,12,6
11,19,1
7,19,17
10,19,1
19,41,3
14,31,30
20,31,64
16,31,14
23,31,114
15,31,153
4,6,4
4,30,7
6,14,795
6,40,314
6,8,196
6,9,152
6,41,253
6,29,16
6,16,130
6,28,149
6,12,49
15,16,154
2,16,49
5,16,94
30,41,55
5,41,63
12,41,11
6,10,4
6,26,27
10,11,1
9,30,49
16,30,10
7,30,152
10,30,3
30,34,181
13,30,32
12,30,17
7,26,35
7,10,3
22,28,10
3,22,1
22,40,2
0,22,31
22,38,9
11,22,4
2,22,1
9,22,4
8,22,3
14,22,35
5,22,6
15,22,11
22,24,1
22,41,2
4,22,2
34,38,357
14,34,569
10,20,1
12,14,58
3,12,6
12,40,4
12,34,53
12,39,5
12,16,6
5,12,6
2,20,22
2,5,29
26,39,19
26,31,2
26,41,6
14,39,1751
14,23,14
2,14,41
14,15,267
14,30,168
9,14,202
14,41,280
14,20,127
8,14,88
14,38,321
14,26,90
9,39,119
39,40,154
15,39,100
34,39,372
39,41,180
38,39,100
16,39,83
3,39,95
5,39,160
30,39,102
23,39,9
28,39,20
8,39,29
32,39,30
37,39,18
4,39,3
15,23,78
23,41,33
23,40,3
5,23,96
23,37,3
2,34,167
2,26,41
0,3,126
0,20,43
0,9,189
0,15,147
0,13,13
1,15,179
15,34,605
15,40,25
15,41,85
15,25,2
15,38,66
15,26,5
15,32,19
15,29,40
3,30,67
30,40,78
5,30,57
15,30,71
30,38,23
30,32,28
26,30,7
25,30,13
29,30,10
6,32,208
6,38,353
6,17,5
6,13,154
2,28,100
3,9,170
9,34,391
9,31,27
9,38,99
5,9,107
9,41,91
9,24,4
9,25,3
9,29,43
9,16,51
9,28,23
8,9,144
9,37,23
9,15,42
9,40,40
9,26,17
9,12,60
9,21,29
9,13,32
9,36,1
4,9,25
31,39,111
13,39,21
21,39,9
34,37,36
25,34,26
8,34,216
3,41,23
40,41,75
7,41,14
34,41,391
16,41,140
38,41,203
20,41,14
25,41,12
29,41,16
6,33,1
7,40,46
7,13,10
7,32,23
7,21,11
7,17,11
6,31,22
20,34,123
16,20,83
20,38,38
20,39,39
20,29,2
3,20,6
19,20,26
9,20,124
8,20,16
1,3,289
1,40,337
1,20,31
1,25,17
1,28,121
1,13,114
1,32,161
14,40,150
3,14,91
14,25,9
14,37,31
14,16,99
3,8,22
8,30,62
8,31,2
2,8,63
5,8,37
6,25,17
6,27,5
3,38,53
38,40,211
1,38,91
5,38,80
25,38,4
29,38,18
34,40,214
31,34,193
3,34,312
5,34,373
16,34,223
13,34,188
32,34,37
26,34,148
29,34,88
16,26,4
9,17,12
5,14,175
13,14,55
14,28,53
14,32,53
14,21,36
14,27,11
21,30,41
19,40,16
28,40,15
3,40,74
31,40,9
2,40,9
5,40,21
35,40,2
16,40,73
32,40,15
37,40,5
18,40,5
20,40,5
21,40,1
13,40,1
27,40,2
8,40,14
4,40,3
5,32,15
5,25,2
5,29,13
5,28,23
5,20,28
5,27,23
7,35,2
3,37,19
1,37,40
16,37,11
37,41,57
33,37,2
20,37,9
17,37,1
7,37,75
15,37,54
8,23,1
9,32,80
24,34,2
23,32,27
16,23,10
3,28,21
28,31,133
28,38,6
16,28,46
28,34,133
18,28,1
8,28,12
28,41,6
15,28,23
1,8,27
8,41,18
8,24,2
8,37,6
8,16,12
8,27,2
4,8,1
31,41,7
32,41,67
21,41,50
16,24,4
16,18,7
16,38,50
16,32,36
16,21,24
2,32,10
21,32,4
27,32,4
21,29,1
21,34,23
1,21,2
0,24,7
0,17,12
1,27,1
7,27,3
27,39,2
3,5,196
3,13,18
3,15,63
3,4,1
30,31,15
20,26,12
21,26,7
29,39,12
23,38,4
12,38,3
13,38,16
12,13,2
4,12,1
14,24,5
4,14,16
13,15,27
5,31,5
5,37,4
4,5,1
14,29,49
19,39,16
6,21,1
19,31,2
15,19,35
4,19,1
34,35,1
1,29,129
1,24,8
1,33,1
1,17,2
16,19,1
19,32,1
18,34,49
0,31,28
0,37,20
0,21,9
31,32,4
31,38,1
13,31,26
12,15,44
5,15,123
15,20,3
18,32,9
0,32,4
32,38,6
13,32,33
20,32,1
20,28,15
12,20,14
13,20,16
18,41,12
13,41,41
13,16,11
0,29,36
12,29,1
29,40,9
2,29,19
28,32,7
8,32,48
8,15,7
2,15,194
5,26,3
3,16,20
3,26,8
13,26,1
26,38,1
14,17,17
20,30,5
20,33,3
20,25,1
3,23,1
2,3,44
3,32,86
5,13,1
17,34,11
17,19,1
19,38,2
8,13,5
2,17,1
2,38,11
17,28,2
11,13,7
13,28,2
2,13,25
13,29,9
17,38,2
4,7,25
17,32,8
2,37,22
1,36,3
11,36,5
34,36,12
28,36,1
28,37,4
6,37,58
36,37,6
6,36,18
4,15,2
4,34,5
4,38,1
4,16,1
25,39,3
33,34,5
22,34,18
8,12,14
12,33,2
15,17,20
5,17,11
3,31,3
25,31,1
3,35,5
3,25,1
25,28,4
16,25,1
7,25,3
4,25,1
11,25,3
22,30,1
30,37,2
36,41,11
36,39,4
8,17,2
13,17,3
17,30,1
2,31,39
2,21,2
14,33,3
21,38,4
20,21,1
24,41,3
16,33,2
16,22,2
12,31,2
12,23,7
12,26,1
18,37,1
16,29,3
8,38,19
18,31,1
29,31,4
22,29,2
25,40,1
25,29,7
29,37,1
3,29,1
11,12,1
13,19,21
8,25,1
8,33,21
33,38,3
2,25,15
9,33,1
15,33,2
7,33,3
15,21,2
8,21,4
17,41,6
17,29,4
22,39,5
32,37,17
4,37,25
