community,density
0,0.034274193548387094
1,0.022040816326530613
2,0.010582010582010581
3,0.023391812865497075
4,0.0
5,0.032679738562091505
6,0.026573426573426574
7,0.019230769230769232
8,0.0
9,0.024630541871921183
10,0.0
11,0.023809523809523808
12,0.0
13,0.0
14,0.020351526364477335
15,0.03508771929824561
16,0.01904761904761905
17,0.0
18,0.0
19,0.0
20,0.1111111111111111
21,0.1
22,0.0
23,0.027777777777777776
24,0.0
25,0.3333333333333333
26,0.0
27,0.0
28,0.022222222222222223
29,0.0
30,0.007352941176470588
31,0.015151515151515152
32,0.015151515151515152
33,0.0
34,0.013845350052246604
35,0.0
36,0.0
37,0.0
38,0.010869565217391304
39,0.015098722415795587
40,0.045454545454545456
41,0.036231884057971016
