community,density
0,0.02844950213371266
1,0.02104499274310595
2,0.01839080459770115
3,0.03463203463203463
4,0.0
5,0.017316017316017316
6,0.01875532821824382
7,0.018292682926829267
8,0.005847953216374269
9,0.020689655172413793
10,0.0
11,0.021645021645021644
12,0.0
13,0.015151515151515152
14,0.028985507246376812
15,0.023809523809523808
16,0.019762845849802372
17,0.0
18,0.0
19,0.0
20,0.05555555555555555
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.022222222222222223
30,0.009523809523809525
31,0.01282051282051282
32,0.015151515151515152
33,0.0
34,0.020048115477145148
35,0.0
36,0.0
37,0.0
38,0.025974025974025976
39,0.010628019323671498
40,0.05454545454545454
41,0.019943019943019943
