source,target,weight
0,0,0
0,1,16
0,2,8
0,3,13
0,4,16
0,5,8
0,6,14
0,7,21
0,8,15
0,9,20
0,10,19
1,0,16
1,1,0
1,2,3
1,3,15
1,4,20
1,5,2
1,6,15
1,7,19
1,8,17
1,9,16
1,10,18
2,0,8
2,1,3
2,2,0
2,3,10
2,4,6
2,5,3
2,6,5
2,7,9
2,8,14
2,9,5
2,10,12
3,0,13
3,1,15
3,2,10
3,3,0
3,4,16
3,5,6
3,6,13
3,7,10
3,8,15
3,9,13
3,10,12
4,0,16
4,1,20
4,2,6
4,3,16
4,4,0
4,5,3
4,6,15
4,7,12
4,8,16
4,9,12
4,10,10
5,0,8
5,1,2
5,2,3
5,3,6
5,4,3
5,5,0
5,6,2
5,7,5
5,8,4
5,9,1
5,10,4
6,0,14
6,1,15
6,2,5
6,3,13
6,4,15
6,5,2
6,6,0
6,7,16
6,8,8
6,9,14
6,10,12
7,0,21
7,1,19
7,2,9
7,3,10
7,4,12
7,5,5
7,6,16
7,7,0
7,8,17
7,9,18
7,10,16
8,0,15
8,1,17
8,2,14
8,3,15
8,4,16
8,5,4
8,6,8
8,7,17
8,8,0
8,9,10
8,10,16
9,0,20
9,1,16
9,2,5
9,3,13
9,4,12
9,5,1
9,6,14
9,7,18
9,8,10
9,9,0
9,10,22
10,0,19
10,1,18
10,2,12
10,3,12
10,4,10
10,5,4
10,6,12
10,7,16
10,8,16
10,9,22
10,10,0
