community,density
0,0.016666666666666666
1,0.006896551724137931
2,0.0
3,0.0
4,0.0
5,0.014705882352941176
6,0.006802721088435374
7,0.005698005698005698
8,0.0
9,0.0
10,0.0
11,0.009523809523809525
12,0.0
13,0.0
14,0.013227513227513227
15,0.02857142857142857
16,0.009523809523809525
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.005456349206349206
35,0.0
36,0.0
37,0.0
38,0.02564102564102564
39,0.0
40,0.0
41,0.022058823529411766
