node,x_pos,y_pos
0,-0.4549774449598754,0.11994160558445684
1,0.6952762671071008,0.9314094300586546
2,-0.37268230877819725,-0.8468006870757327
3,-0.3570551598182582,0.5100836042438841
4,0.5798368750059267,0.15650525562274292
5,-0.10031047086621563,1.0
6,0.22524373693698452,-0.7927026824345904
7,-0.848506570295607,-0.41685637560468375
8,-0.984952307666486,0.22815301911477887
9,0.18767841308024136,0.0772088733461157
10,0.4197656311583095,-0.2528249833422192
11,0.036284819165945975,-0.1897924060927948
12,0.29648036839007585,0.2946055732613074
13,-0.6803760960346111,-0.14580818520873434
14,-0.22218082205183126,0.039726612695449026
15,0.7571146126111101,-0.5380285009877974
16,0.033477323151395774,0.5022970936904669
17,0.8459909834184284,-0.012695992395200532
18,-0.056107849554435756,-0.6644212544761043
