source,target,weight
0,1,3
0,2,8
0,3,7
0,10,3
0,14,2
0,6,2
0,13,7
1,8,6
1,3,8
1,16,6
1,13,5
1,2,14
1,10,9
2,16,6
0,7,2
3,7,8
3,14,15
7,10,10
10,12,5
10,14,24
3,10,15
10,13,6
2,3,8
3,6,6
3,8,11
3,12,2
3,16,7
3,13,5
8,14,9
7,14,11
1,14,9
1,7,6
1,12,2
2,7,10
2,13,14
7,16,5
2,10,12
2,12,4
2,14,9
2,6,13
2,11,10
2,8,6
6,10,11
8,10,7
10,16,10
6,14,8
14,16,13
6,8,11
13,14,8
11,14,4
11,16,3
6,12,4
1,6,6
6,11,2
1,11,5
8,11,3
11,12,1
11,13,2
3,11,2
10,11,1
8,13,7
0,8,2
8,16,5
7,13,2
12,13,4
6,13,4
6,16,3
6,7,5
13,16,1
7,12,1
12,14,1
