node,x_pos,y_pos
0,-0.036359400277528875,-0.013268436203738427
1,-0.09341859355439304,-0.013917644661862473
2,-0.08030796571547379,-0.025532612552671904
3,-0.09001738498316561,-0.05798941017373548
4,0.47256526743405125,0.8340757484522158
5,-0.8636389984454254,0.8143716239785961
6,-0.07054359061863394,-0.07295278042407938
7,-0.12052433039565537,-0.02488484793880725
8,-0.1043198230438105,-0.07581012394085979
9,-0.19699088410412927,-1.0
10,-0.07635699540536124,-0.048026087344360625
11,-0.1139938433436876,0.01028417106660075
12,-0.02121369162270435,-0.0620741448825946
13,-0.05586761747102711,-0.029776335313535535
14,-0.10482806358242987,-0.04420476407196752
15,0.7279654068449245,-0.6125502412518321
16,-0.13498537298344074,-0.05345066513824827
17,0.9628358812678905,0.475706550400879
